mode,task_index,score,score,checklist_quality,checklist_quality,source_evidence_recall,source_evidence_recall,domain_rule_recall,domain_rule_recall,evidence_recall,evidence_recall,continuity_recall,continuity_recall,token_efficiency,token_efficiency,latency_efficiency,latency_efficiency,memory_recall,memory_recall,memory_precision,memory_precision,memory_usage_rate,memory_usage_rate,continuity_per_memory_token,continuity_per_memory_token,contradiction_penalty,contradiction_penalty,prompt_tokens,prompt_tokens,latency_seconds,latency_seconds
cag,10,42.06243550382846,11.21410017979675,38.888888888888886,9.622504486493765,22.222222222222218,38.49001794597505,22.222222222222218,38.49001794597505,22.222222222222218,38.49001794597505,54.76190476190476,8.247860988423229,81.75555555555556,0.0,78.45624879554465,1.7807258574372022,100.0,0.0,34.14634146341464,0.0,36.58536585365854,8.794027501131682,0.246305418719211,0.0,0.0,0.0,821.0,0.0,19.389376084009807,1.6026532716934907
cag,11,76.24340092906245,6.119783620457474,44.444444444444436,9.622504486493765,100.0,0.0,100.0,0.0,100.0,0.0,88.8888888888889,9.622504486493758,80.77777777777779,0.0,76.89564846180104,6.287316894994417,100.0,0.0,28.57142857142857,0.0,83.33333333333333,6.299407883487132,0.219780219780219,0.0,0.0,0.0,865.0,0.0,20.79391638437907,5.658585205494968
cag,12,39.54325671188919,5.173759053818178,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667,13.010412496663328,79.62222222222222,0.0,74.70344896669741,4.629743933195374,100.0,0.0,35.55555555555556,0.0,57.03703703703704,16.38025510184888,0.203252032520325,0.0,0.0,0.0,917.0,0.0,22.766895929972332,4.166769539875836
cag,13,76.9388133223249,8.642573753703996,88.88888888888887,19.24500897298753,100.0,0.0,100.0,0.0,100.0,0.0,52.94117647058823,5.882352941176476,78.17777777777778,0.0,75.83427340896041,7.736625016271835,100.0,0.0,35.41666666666667,0.0,38.88888888888889,4.336804165554442,0.184162062615101,0.0,0.0,0.0,982.0,0.0,21.749153931935627,6.962962514644657
cag,14,55.6280024436772,5.9256070084468915,55.55555555555555,9.622504486493757,58.333333333333336,14.433756729740644,58.333333333333336,14.433756729740644,58.333333333333336,14.433756729740644,52.94117647058823,11.764705882352942,77.88888888888889,0.0,78.3754077664128,0.601389197755366,100.0,0.0,33.33333333333333,0.0,50.326797385620914,13.05554533035175,0.167224080267558,0.0,0.0,0.0,995.0,0.0,19.462133010228474,0.5412502779798426
cag,15,56.34496475467599,6.408445700993429,37.5,0.0,44.444444444444436,19.245008972987524,44.444444444444436,19.245008972987524,44.444444444444436,19.245008972987524,78.4313725490196,6.792356108113237,76.2,0.0,79.3749068401478,2.0885265278854495,100.0,0.0,32.075471698113205,0.0,61.0062893081761,6.065189157857206,0.153374233128834,0.0,0.0,0.0,1071.0,0.0,18.562583843866985,1.8796738750968993
cag,16,70.76334682770884,5.069737685387809,72.22222222222221,9.622504486493773,100.0,0.0,66.66666666666667,28.867513459481287,83.33333333333333,14.433756729740647,61.904761904761905,4.761904761904759,75.35555555555555,0.0,69.23309546929818,7.350085348030638,100.0,0.0,36.206896551724135,0.0,57.47126436781608,3.589079309424368,0.144092219020172,0.0,5.0,8.660254037844387,1109.0,0.0,27.690214077631634,6.615076813227584
cag,17,58.37756294455352,6.500071963519483,44.444444444444436,19.245008972987524,75.0,0.0,75.0,0.0,75.0,0.0,59.25925925925926,16.03750747748961,76.62222222222222,0.0,79.65259075164795,2.1372387992156314,100.0,0.0,30.508474576271187,0.0,45.197740112994346,5.952346753024144,0.133511348464619,0.0,0.0,0.0,1052.0,0.0,18.312668323516846,1.9235149192940686
cag,18,28.058633786660653,2.1634733094866756,38.888888888888886,9.622504486493765,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,6.943296507508852,72.22222222222221,0.0,78.08560088828757,0.5768303253336073,100.0,0.0,36.66666666666666,0.0,25.555555555555554,3.8490017945975072,0.124069478908188,0.0,0.0,0.0,1250.0,0.0,19.72295920054118,0.5191472928002405
cag,19,55.77097424666087,10.907521341711357,66.66666666666666,0.0,83.33333333333333,14.433756729740647,83.33333333333333,14.433756729740647,83.33333333333333,14.433756729740647,29.166666666666668,29.166666666666668,72.22222222222221,0.0,71.54186911053128,5.1552171595046605,100.0,0.0,39.34426229508197,0.0,26.229508196721312,28.81704234630647,0.117508813160987,0.0,0.0,0.0,1250.0,0.0,25.61231780052185,4.639695443554194
cag,20,55.40921259772393,9.290800512999255,62.962962962962955,6.415002990995836,75.0,0.0,66.66666666666667,57.735026918962575,70.83333333333333,28.867513459481287,38.70967741935484,8.534681648595452,74.44444444444444,0.0,77.34897781301429,1.9031932408420018,100.0,0.0,49.206349206349195,0.0,30.15873015873016,7.936507936507936,0.110864745011086,0.0,0.0,0.0,1150.0,0.0,20.38591996828715,1.7128739167578002
cag,21,52.868394867155295,1.1465671043711516,37.5,0.0,0.0,0.0,100.0,0.0,50.0,0.0,66.66666666666667,2.88675134594813,71.06666666666666,0.0,74.10615338219536,0.9329505171794271,100.0,0.0,31.25,0.0,71.875,2.7063293868263707,0.10438413361169101,0.0,0.0,0.0,1302.0,0.0,23.30446195602417,0.8396554654614793
cag,22,39.35870056877439,0.17627978450033605,42.857142857142854,0.0,0.0,0.0,83.33333333333333,28.867513459481287,41.666666666666664,14.433756729740644,33.33333333333333,8.24786098842322,68.02222222222223,0.0,77.37164417902629,1.3726123830372925,100.0,0.0,32.30769230769231,0.0,36.410256410256416,5.402899360437301,0.098716683119447,0.0,0.0,0.0,1439.0,0.0,20.365520238876343,1.235351144733562
cag,23,33.525505205161295,3.800221374342616,42.857142857142854,0.0,25.0,0.0,50.0,0.0,37.5,0.0,21.212121212121215,9.46211817939151,67.82222222222222,0.0,79.10059266620213,3.8297738811633106,100.0,0.0,33.33333333333333,0.0,17.676767676767675,4.87053068737018,0.094161958568738,0.0,0.0,0.0,1448.0,0.0,18.80946660041809,3.446796493046968
cag,24,26.447909396430887,13.721029053937228,14.285714285714285,14.285714285714285,0.0,0.0,66.66666666666667,28.867513459481287,33.333333333333336,14.433756729740644,30.434782608695652,15.676309893321696,67.95555555555556,0.0,73.72979402542114,0.9985197036281898,100.0,0.0,34.32835820895522,0.0,24.378109452736314,8.745470562809427,0.089686098654708,0.0,0.0,0.0,1442.0,0.0,23.64318537712097,0.898667733265368
cag,25,37.17976728982269,9.480445968359062,23.809523809523807,16.495721976846447,0.0,0.0,77.77777777777777,38.490017945975055,38.888888888888886,19.245008972987527,45.833333333333336,7.216878364870324,64.95555555555555,0.0,76.8306972362377,0.7136692745104337,100.0,0.0,35.294117647058826,0.0,50.98039215686274,4.727279784800467,0.085689802913453,0.0,5.0,8.660254037844387,1577.0,0.0,20.85237248738607,0.6423023470593964
cag,26,29.533084085151632,9.626184672216384,4.761904761904762,8.247860988423225,0.0,0.0,83.33333333333333,28.867513459481287,41.666666666666664,14.433756729740644,41.333333333333336,14.047538337136986,65.88888888888889,0.0,72.18142438817908,1.9102051027616938,100.0,0.0,36.231884057971016,0.0,40.09661835748792,21.118350719221635,0.081900081900081,0.0,5.0,8.660254037844387,1535.0,0.0,25.036718050638836,1.7191845924855274
cag,27,33.05636221462603,13.909015244949472,38.09523809523809,8.24786098842322,0.0,0.0,66.66666666666667,57.735026918962575,33.333333333333336,28.867513459481287,26.923076923076923,11.53846153846154,64.22222222222223,0.0,69.2528270792078,5.4609148784859105,100.0,0.0,38.23529411764706,0.0,31.862745098039216,12.507206688404974,0.082034454470877,0.0,15.0,0.0,1610.0,0.0,27.67245562871297,4.9148233906373235
cag,28,16.14586516828049,5.650101803992278,14.285714285714285,14.285714285714285,16.666666666666668,14.433756729740644,0.0,0.0,8.333333333333334,7.216878364870322,19.753086419753085,2.138334330331946,65.15555555555555,0.0,73.5932187680845,3.6820591939056158,100.0,0.0,39.130434782608695,0.0,30.434782608695652,4.3478260869565215,0.081699346405228,0.0,0.0,0.0,1568.0,0.0,23.766103108723957,3.313853274515054
cag,29,36.10885192075356,9.464298958839054,38.095238095238095,16.495721976846447,50.0,0.0,16.666666666666668,28.867513459481287,33.333333333333336,14.433756729740644,34.523809523809526,2.061965247105805,63.53333333333333,0.0,71.16138255154645,5.2714566158018155,100.0,0.0,41.17647058823529,0.0,39.21568627450981,8.362118680996073,0.081168831168831,0.0,0.0,0.0,1641.0,0.0,25.954755703608196,4.744310954221633
cag,30,35.83214274722498,6.549852077364358,33.33333333333333,8.24786098842322,25.0,0.0,50.0,0.0,37.5,0.0,35.63218390804598,10.534656770013429,62.77777777777778,0.0,61.815807289547394,7.277714044929074,100.0,0.0,42.64705882352941,0.0,44.60784313725491,10.839874699752935,0.081037277147487,0.0,0.0,0.0,1675.0,0.0,34.36577343940735,6.5499426404361705
cag_oracle_memory,1,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,,,90.02222222222223,0.0,82.05820260224519,0.4910545498946571,,,,,,,,,0.0,0.0,449.0,0.0,16.14761765797933,0.4419490949052018
cag_oracle_memory,2,45.73167416416148,6.5697611250337316,38.888888888888886,9.622504486493765,25.0,0.0,25.0,0.0,25.0,0.0,61.904761904761905,8.247860988423223,89.11111111111113,0.0,85.6436068923385,0.3689037356161585,100.0,0.0,87.5,0.0,66.66666666666667,7.216878364870324,1.8181818181818177,0.0,0.0,0.0,490.0,0.0,12.920753796895346,0.332013362054543
cag_oracle_memory,3,89.99571008896197,9.611124342441594,85.71428571428571,14.285714285714281,80.0,20.0,80.0,20.0,80.0,20.0,100.0,0.0,88.82222222222224,0.0,76.46307238826046,5.732214722387404,100.0,0.0,58.333333333333336,0.0,83.33333333333334,0.0,1.052631578947368,0.0,0.0,0.0,503.0,0.0,21.183234850565594,5.158993250148653
cag_oracle_memory,4,55.84297377067142,5.001657551759481,38.888888888888886,9.622504486493765,11.111111111111109,19.245008972987524,11.111111111111109,19.245008972987524,11.111111111111109,19.245008972987524,95.83333333333333,7.216878364870324,87.84444444444445,0.0,74.2307104004754,2.707237196182603,100.0,0.0,50.0,0.0,77.08333333333333,3.60843918243516,0.662251655629139,0.0,0.0,0.0,547.0,0.0,23.192360639572144,2.4365134765643486
cag_oracle_memory,5,29.393227855783294,0.029753893364575925,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14285714285714,0.0,86.64444444444445,0.0,81.24976970531323,2.975389336457796,100.0,0.0,36.84210526315789,0.0,54.385964912280706,3.0386856273138236,0.5291005291005291,0.0,0.0,0.0,601.0,0.0,16.875207265218098,2.6778504028120125
cag_oracle_memory,6,73.75896258767584,15.652128817279817,61.9047619047619,21.821789023599234,66.66666666666667,57.735026918962575,55.55555555555554,19.245008972987524,61.11111111111111,38.490017945975055,90.90909090909092,0.0,85.02222222222223,0.0,83.08182875315349,3.23532692772817,100.0,0.0,45.833333333333336,0.0,74.99999999999999,7.21687836487032,0.43859649122807,0.0,5.0,8.660254037844387,674.0,0.0,15.226354122161865,2.9117942349553467
cag_oracle_memory,7,83.87426195188645,5.576467721303455,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,60.6060606060606,13.8865930150177,85.71111111111111,0.0,77.47265983510901,3.3024010262546186,100.0,0.0,40.74074074074074,0.0,48.14814814814815,11.111111111111109,0.45662100456621,0.0,0.0,0.0,643.0,0.0,20.274606148401897,2.9721609236291577
cag_oracle_memory,8,33.11613393086731,10.391199178648073,33.33333333333333,0.0,8.333333333333334,14.433756729740644,8.333333333333334,14.433756729740644,8.333333333333334,14.433756729740644,45.23809523809524,20.619652471058064,85.59999999999998,0.0,83.15625022958827,4.358463521332791,100.0,0.0,50.0,0.0,33.333333333333336,13.521210347143503,0.45045045045045,0.0,0.0,0.0,648.0,0.0,15.159374793370565,3.922617169199511
cag_oracle_memory,9,39.797149934026926,3.8491757320169375,16.666666666666664,0.0,33.33333333333333,0.0,33.33333333333333,0.0,33.33333333333333,0.0,61.11111111111111,9.622504486493757,86.42222222222222,0.0,82.18166006935968,0.7138487600536852,100.0,0.0,41.37931034482759,0.0,57.4712643678161,11.084656047118337,0.471698113207547,0.0,0.0,0.0,611.0,0.0,16.036505937576294,0.642463884048324
cag_oracle_memory,10,51.01680156149183,4.405325887183268,50.0,0.0,55.55555555555554,19.245008972987524,55.55555555555554,19.245008972987524,55.55555555555554,19.245008972987524,47.61904761904762,17.97579627445417,85.97777777777777,0.0,77.60714027616713,7.263472209447495,92.85714285714285,0.0,48.14814814814815,0.0,48.148148148148145,16.97250257391052,0.42989417989417894,0.0,0.0,0.0,631.0,0.0,20.153573751449585,6.537124988502741
cag_oracle_memory,11,64.45984627769612,10.137017872555338,38.888888888888886,9.622504486493765,100.0,0.0,100.0,0.0,100.0,0.0,63.88888888888889,17.34721666221778,85.84444444444445,0.0,82.36240554738929,1.263648003761967,91.66666666666667,0.0,47.82608695652174,0.0,65.21739130434783,15.67630989332169,0.40381791483113,0.0,0.0,0.0,637.0,0.0,15.87383500734965,1.1372832033857738
cag_oracle_memory,12,34.677169404948195,1.4442715828457195,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.166666666666664,3.608439182435162,85.91111111111111,0.0,81.80582938370881,0.3981877238826695,100.0,0.0,53.333333333333336,0.0,50.0,3.333333333333339,0.478468899521531,0.0,0.0,0.0,634.0,0.0,16.374753554662068,0.3583689514943977
cag_oracle_memory,13,48.15376058347448,3.5423597576313828,27.77777777777777,9.622504486493762,33.33333333333333,0.0,33.33333333333333,0.0,33.33333333333333,0.0,72.54901960784314,12.245094114506657,85.31111111111112,0.0,83.6597184781675,1.5020993137053393,100.0,0.0,60.7142857142857,0.0,69.04761904761905,17.975796274454165,0.452488687782805,0.0,0.0,0.0,661.0,0.0,14.706253369649252,1.3518893823347955
cag_oracle_memory,14,53.49012290794605,15.831905487813215,50.0,33.33333333333334,66.66666666666667,14.433756729740644,66.66666666666667,14.433756729740644,66.66666666666667,14.433756729740644,47.05882352941177,10.188534162169873,86.22222222222223,0.0,80.43712739591246,2.372675657061443,82.35294117647058,0.0,56.00000000000001,0.0,64.0,13.856406460551016,0.367647058823529,0.0,0.0,0.0,620.0,0.0,17.60658534367879,2.1354080913552944
cag_oracle_memory,15,40.43868822522257,1.3679953652209833,37.5,0.0,33.33333333333333,0.0,33.33333333333333,0.0,33.33333333333333,0.0,45.09803921568627,3.396178054056622,85.31111111111112,0.0,79.63614278369481,5.803411050515617,76.47058823529412,0.0,44.82758620689656,0.0,34.48275862068966,6.896551724137932,0.315994166261545,0.0,0.0,0.0,661.0,0.0,18.327471494674683,5.223069945464049
cag_oracle_memory,16,69.1901506532538,13.423606847542967,66.66666666666667,16.666666666666675,100.0,0.0,83.33333333333333,28.867513459481287,91.66666666666667,14.433756729740647,57.142857142857146,12.598815766974246,85.68888888888891,0.0,80.94522405553748,0.8866896526944531,71.42857142857143,0.0,53.57142857142858,0.0,64.28571428571429,9.449111825230679,0.311915159076731,0.0,0.0,0.0,644.0,0.0,17.149298350016277,0.7980206874250089
cag_oracle_memory,17,75.26429448572794,7.535557970416859,66.66666666666667,16.66666666666667,91.66666666666667,14.433756729740644,91.66666666666667,14.433756729740644,91.66666666666667,14.433756729740644,72.22222222222221,16.666666666666668,87.68888888888888,0.0,83.18500412835014,0.827880210308834,88.88888888888887,0.0,51.61290322580644,0.0,66.66666666666667,13.430103222362149,0.3541389995573259,0.0,0.0,0.0,554.0,0.0,15.133496284484863,0.7450921892779585
cag_oracle_memory,18,22.779434447933927,2.9200443957957884,38.888888888888886,9.622504486493765,0.0,0.0,0.0,0.0,0.0,0.0,19.6969696969697,2.624319405407388,84.35555555555555,0.0,83.48687913682726,3.4833529981379088,72.72727272727273,0.0,53.333333333333336,0.0,22.222222222222218,5.091750772173157,0.279720279720279,0.0,0.0,0.0,704.0,0.0,14.861808776855469,3.135017698324117
cag_oracle_memory,19,48.614953645105714,11.388675724037542,66.66666666666666,0.0,66.66666666666667,14.433756729740644,66.66666666666667,14.433756729740644,66.66666666666667,14.433756729740644,20.833333333333332,22.04792759220492,85.46666666666665,0.0,76.02869784390485,2.5651508656844,75.0,0.0,54.54545454545454,0.0,15.15151515151515,21.21212121212121,0.294117647058823,0.0,0.0,0.0,654.0,0.0,21.574171940485638,2.3086357791159644
cag_oracle_memory,20,34.28435465793427,3.2913807409605575,59.25925925925926,12.830005981991679,50.0,0.0,0.0,0.0,25.0,0.0,16.129032258064516,3.225806451612904,89.13333333333333,0.0,79.32602732269852,1.715907137250337,67.74193548387096,0.0,67.74193548387096,0.0,20.43010752688172,1.8624202231923406,0.28108686922768,0.0,0.0,0.0,489.0,0.0,18.60657540957133,1.544316423525302
cag_oracle_memory,21,37.271313531946255,12.99647915948279,45.833333333333336,7.216878364870322,0.0,0.0,16.666666666666668,28.867513459481287,8.333333333333334,14.433756729740644,45.0,21.79449471770337,86.73333333333333,0.0,82.06468652795861,0.6816685793751982,75.0,0.0,53.57142857142858,0.0,65.47619047619048,23.237168209456122,0.297619047619047,0.0,0.0,0.0,597.0,0.0,16.14178212483724,0.6135017214376793
cag_oracle_memory,22,29.82163206306841,8.750891491083191,14.285714285714285,14.285714285714285,0.0,0.0,83.33333333333333,28.867513459481287,41.666666666666664,14.433756729740644,33.333333333333336,4.761904761904764,84.93333333333332,0.0,78.18225392588863,6.966248195538827,71.42857142857143,0.0,53.57142857142858,0.0,47.61904761904761,8.247860988423229,0.28344671201814,0.0,0.0,0.0,678.0,0.0,19.635971466700237,6.269623375984944
cag_oracle_memory,23,23.220043187209768,13.4743180076147,19.047619047619044,21.821789023599234,8.333333333333334,14.433756729740644,66.66666666666667,28.867513459481287,37.5,21.650635094610966,15.15151515151515,2.6243194054073906,85.82222222222224,0.0,82.50244281910084,2.6586444621743914,68.18181818181817,0.0,53.57142857142858,0.0,19.047619047619047,8.987898137227083,0.27056277056277,0.0,10.0,8.660254037844387,638.0,0.0,15.747801462809244,2.392780015956943
cag_oracle_memory,24,34.83567755313607,8.630294712182792,23.809523809523807,8.247860988423223,0.0,0.0,83.33333333333333,28.867513459481287,41.666666666666664,14.433756729740644,37.68115942028985,17.571529931858176,87.13333333333333,0.0,79.66423564487035,0.9736170820198722,65.21739130434783,0.0,53.57142857142858,0.0,46.42857142857142,21.724151893922212,0.25879917184265,0.0,0.0,0.0,579.0,0.0,18.3021879196167,0.8762553738178884
cag_oracle_memory,25,31.496517024953533,18.077602148942283,28.571428571428566,24.74358296526967,0.0,0.0,33.33333333333333,0.0,16.666666666666664,0.0,40.27777777777777,24.0562612162344,85.28888888888889,0.0,81.8231310667815,4.559756032217936,62.5,0.0,53.57142857142858,0.0,61.904761904761905,35.05340920079871,0.248015873015873,0.0,0.0,0.0,662.0,0.0,16.35918203989665,4.10378042899614
cag_oracle_memory,26,30.69077646998754,1.838616616655037,14.285714285714285,0.0,0.0,0.0,50.0,0.0,25.0,0.0,45.333333333333336,4.618802153517006,87.42222222222222,0.0,82.60780572891235,1.5225315955951333,60.0,0.0,53.57142857142858,0.0,60.7142857142857,0.0,0.238095238095238,0.0,15.0,0.0,566.0,0.0,15.652974843978882,1.3702784360356184
cag_oracle_memory,27,26.217199193775144,7.249083125584403,33.33333333333333,8.24786098842322,0.0,0.0,33.333333333333336,57.735026918962575,16.666666666666668,28.867513459481287,23.076923076923077,7.692307692307694,85.71111111111111,0.0,79.59855185614693,2.661861108692584,57.692307692307686,0.0,53.57142857142858,0.0,50.0,9.44911182523068,0.228937728937728,0.0,5.0,8.660254037844387,643.0,0.0,18.361303329467773,2.3956749978233307
cag_oracle_memory,28,17.193325801842636,1.5295708585504821,4.761904761904762,8.247860988423225,0.0,0.0,33.333333333333336,28.867513459481287,16.666666666666668,14.433756729740644,24.691358024691358,2.138334330331946,86.73333333333333,0.0,83.04016395851419,1.4408531609068223,55.555555555555564,0.0,53.57142857142858,0.0,39.28571428571428,6.185895741317411,0.22045855379188697,0.0,0.0,0.0,597.0,0.0,15.26385243733724,1.296767844816138
cag_oracle_memory,29,29.866427384886162,6.777588143568026,28.57142857142857,0.0,50.0,0.0,16.666666666666668,28.867513459481287,33.333333333333336,14.433756729740644,26.19047619047619,8.247860988423227,85.33333333333333,0.0,82.26178610766375,1.991912683734036,53.57142857142858,0.0,53.57142857142858,0.0,44.047619047619044,12.542444943872304,0.21258503401360498,0.0,10.0,8.660254037844387,660.0,0.0,15.964392503102621,1.7927214153606297
cag_oracle_memory,30,24.66200340132043,7.089295547801805,4.761904761904762,8.247860988423223,8.333333333333334,14.433756729740644,66.66666666666667,28.867513459481287,37.5,21.650635094610966,31.034482758620687,5.972588991616819,84.62222222222222,0.0,78.29404566023085,2.445434522454653,51.72413793103448,0.0,53.57142857142858,0.0,65.47619047619048,16.10446340293891,0.20525451559934296,0.0,0.0,0.0,692.0,0.0,19.535358905792236,2.2008910702091864
cag_scoped,1,0.0,0.0,95.23809523809524,8.24786098842323,100.0,0.0,66.66666666666667,57.735026918962575,83.33333333333333,28.867513459481287,,,90.02222222222223,0.0,81.95891362649424,1.8614361949741571,,,,,,,,,0.0,0.0,449.0,0.0,16.236977736155193,1.6752925754767438
cag_scoped,2,51.36791578345828,6.5755691629282405,50.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,66.66666666666667,16.49572197684645,89.11111111111113,0.0,81.0138005680508,2.3256479817947127,100.0,0.0,87.5,0.0,58.333333333333336,14.433756729740644,1.8181818181818177,0.0,0.0,0.0,490.0,0.0,17.087579488754272,2.093083183615242
cag_scoped,3,80.23114054782808,0.1648900799305865,71.42857142857143,0.0,60.0,0.0,60.0,0.0,60.0,0.0,100.0,0.0,88.82222222222224,0.0,65.72040398915608,16.489007993058777,100.0,0.0,58.333333333333336,0.0,86.11111111111113,12.729376930432888,1.052631578947368,0.0,0.0,0.0,503.0,0.0,30.85163640975952,14.840107193752896
cag_scoped,4,46.34946396944258,11.487388256889023,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333333,28.867513459481287,87.84444444444445,0.0,80.43528583314684,7.478391422463443,100.0,0.0,50.0,0.0,77.08333333333333,19.094065395649334,0.662251655629139,0.0,0.0,0.0,547.0,0.0,17.608242750167847,6.730552280217102
cag_scoped,5,31.31502291807044,3.2904030314949844,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.904761904761905,8.24786098842323,86.64444444444445,0.0,82.95308545783713,1.0480373982881694,100.0,0.0,36.84210526315789,0.0,64.91228070175438,10.956136839295437,0.5291005291005291,0.0,0.0,0.0,601.0,0.0,15.342223087946573,0.943233658459354
cag_scoped,6,77.74420736867548,4.419731858026255,61.904761904761905,8.247860988423227,100.0,0.0,55.55555555555554,19.245008972987524,77.77777777777777,9.622504486493767,90.90909090909092,0.0,85.02222222222223,0.0,81.60630685311777,2.2042853286501582,100.0,0.0,45.833333333333336,0.0,76.38888888888889,10.485881160098268,0.43859649122807,0.0,10.0,8.660254037844387,674.0,0.0,16.55432383219401,1.9838567957851445
cag_scoped,7,79.99512799255615,13.090903558019708,95.83333333333333,7.21687836487032,100.0,0.0,100.0,0.0,100.0,0.0,54.54545454545454,27.272727272727284,85.71111111111111,0.0,73.65017299298887,1.6008612597283158,100.0,0.0,40.74074074074074,0.0,39.50617283950617,18.26993652709721,0.45662100456621,0.0,0.0,0.0,643.0,0.0,23.714844306310017,1.4407751337554826
cag_scoped,8,54.476468902209454,8.272000754514155,55.55555555555555,9.622504486493757,50.0,0.0,50.0,0.0,50.0,0.0,54.76190476190476,28.867513459481287,85.59999999999998,0.0,82.68181085586548,2.497545824192076,100.0,0.0,50.0,0.0,36.904761904761905,13.521210347143505,0.45045045045045,0.0,0.0,0.0,648.0,0.0,15.58637022972107,2.247791241772867
