trial,mode,task_id,task_index,task_title,score,checklist_quality,source_evidence_recall,domain_rule_recall,evidence_recall,continuity_recall,token_efficiency,latency_efficiency,contradiction_penalty,checklist_hit_count,checklist_total,source_evidence_hit_count,source_evidence_total,domain_rule_hit_count,domain_rule_total,evidence_hit_count,evidence_total,continuity_hit_count,continuity_total,contradiction_hit_count,prompt_tokens,latency_seconds,memory_items_used,retrieved_sources,memory_task_ids_used,error
1,dag,T04,4,Set privacy and auth boundaries,23.16027908770243,33.33333333333333,0.0,0.0,0.0,25.0,91.02222222222223,91.67235321468777,0,2,6,0,3,0,3,0,6,2,8,0,404,7.494882106781006,0,"['06_testing', '01_product_principles', '03_local_data']",[],
1,cag,T04,4,Set privacy and auth boundaries,66.76832803418901,50.0,33.33333333333333,33.33333333333333,33.33333333333333,100.0,87.84444444444445,88.98835897445679,0,3,6,1,3,1,3,2,6,8,8,0,547,9.910476922988892,3,"['06_testing', '01_product_principles', '03_local_data']","['T03', 'T02', 'T01']",
1,rag,T05,5,Build assessment rubric,18.110828352579993,14.285714285714285,0.0,0.0,0.0,28.57142857142857,91.33333333333333,91.17807335323758,0,1,7,0,4,0,4,0,8,2,7,0,390,7.939733982086182,0,"['01_product_principles', '06_testing', '03_local_data']",[],
1,dag,T05,5,Build assessment rubric,17.995832633518038,14.285714285714285,0.0,0.0,0.0,28.57142857142857,90.66666666666666,80.3451681137085,0,1,7,0,4,0,4,0,8,2,7,0,420,17.689348697662354,0,"['01_product_principles', '06_testing', '03_local_data']",[],
1,cag,T05,5,Build assessment rubric,34.31127312654162,28.57142857142857,0.0,0.0,0.0,57.14285714285714,86.64444444444445,87.34001106686063,0,2,7,0,4,0,4,0,8,4,7,0,601,11.39399003982544,4,"['01_product_principles', '06_testing', '03_local_data']","['T04', 'T01', 'T03', 'T02']",
1,rag,T06,6,Generate training plans,38.918233403366884,42.857142857142854,0.0,66.66666666666666,33.33333333333333,36.36363636363637,90.57777777777778,89.5572508705987,0,3,7,0,1,2,3,2,4,4,11,0,424,9.398474216461182,0,"['02_behavior_science', '07_content', '01_product_principles']",[],
1,dag,T06,6,Generate training plans,54.17901014773739,42.857142857142854,100.0,33.33333333333333,66.66666666666666,54.54545454545454,89.91111111111111,89.02886470158894,0,3,7,1,1,1,3,2,4,6,11,0,454,9.874021768569946,0,"['02_behavior_science', '07_content', '01_product_principles']",[],
1,cag,T06,6,Generate training plans,45.66463180607222,42.857142857142854,0.0,66.66666666666666,33.33333333333333,90.9090909090909,85.02222222222223,87.93446487850613,15.0,3,7,0,1,2,3,2,4,10,11,1,674,10.858981609344482,5,"['02_behavior_science', '07_content', '01_product_principles']","['T05', 'T01', 'T04', 'T02', 'T03']",
1,rag,T07,7,Add session execution states,50.95973267272025,75.0,83.33333333333334,83.33333333333334,83.33333333333334,9.090909090909092,91.06666666666666,91.27023696899414,0,6,8,5,6,5,6,10,12,1,11,0,402,7.856786727905273,0,"['04_session_workflows', '07_content', '01_product_principles']",[],
1,dag,T07,7,Add session execution states,50.82017705051346,75.0,83.33333333333334,83.33333333333334,83.33333333333334,9.090909090909092,90.4,77.98134141498142,0,6,8,5,6,5,6,10,12,1,11,0,432,19.816792726516724,0,"['04_session_workflows', '07_content', '01_product_principles']",[],
1,cag,T07,7,Add session execution states,88.78573850209786,100.0,100.0,100.0,100.0,72.72727272727273,84.46666666666667,85.01627445220947,0,8,8,6,6,6,6,12,12,8,11,0,699,13.485352993011475,6,"['04_session_workflows', '07_content', '01_product_principles']","['T06', 'T01', 'T04', 'T03', 'T02', 'T05']",
1,rag,T08,8,Track rewards and recovery,51.10271853369758,50.0,75.0,75.0,75.0,35.714285714285715,91.02222222222223,90.67820257610745,0,3,6,3,4,3,4,6,8,5,14,0,404,8.389617681503296,0,"['04_session_workflows', '07_content', '01_product_principles']",[],
1,dag,T08,8,Track rewards and recovery,21.633084814117066,33.33333333333333,0.0,0.0,0.0,21.428571428571427,90.35555555555555,82.47673537996081,0,2,6,0,4,0,4,0,8,3,14,0,434,15.770938158035278,0,"['04_session_workflows', '07_content', '01_product_principles']",[],
1,cag,T08,8,Track rewards and recovery,24.473120055683076,33.33333333333333,0.0,0.0,0.0,28.57142857142857,83.51111111111112,87.61041826672025,0,2,6,0,4,0,4,0,8,4,14,0,742,11.150623559951782,7,"['04_session_workflows', '07_content', '01_product_principles']","['T07', 'T01', 'T04', 'T06', 'T02', 'T03', 'T05']",
1,rag,T09,9,Create reminder policy,25.491046857410005,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333,25.0,91.62222222222223,90.81579685211182,0,1,6,1,3,1,3,2,6,3,12,0,377,8.265782833099365,0,"['01_product_principles', '06_testing', '03_local_data']",[],
1,dag,T09,9,Create reminder policy,19.75961569796668,0.0,33.33333333333333,33.33333333333333,33.33333333333333,25.0,90.95555555555556,85.00601424111261,0,0,6,1,3,1,3,2,6,3,12,0,407,13.494587182998657,0,"['01_product_principles', '06_testing', '03_local_data']",[],
1,cag,T09,9,Create reminder policy,48.68763767645094,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333,83.33333333333334,83.08888888888889,85.67487875620525,0,1,6,1,3,1,3,2,6,10,12,0,761,12.892609119415283,8,"['01_product_principles', '06_testing', '03_local_data']","['T04', 'T01', 'T03', 'T02', 'T08', 'T07', 'T06', 'T05']",
1,rag,T10,10,Build progress snapshots,37.7855098432662,16.666666666666664,66.66666666666666,66.66666666666666,66.66666666666666,35.714285714285715,91.26666666666667,92.04622242185805,0,1,6,2,3,2,3,4,6,5,14,0,393,7.158399820327759,0,"['04_session_workflows', '07_content', '01_product_principles']",[],
1,dag,T10,10,Build progress snapshots,7.414027764350649,0.0,0.0,0.0,0.0,14.285714285714285,90.60000000000001,79.37420500649345,0,0,6,0,3,0,3,0,6,2,14,0,423,18.563215494155884,0,"['04_session_workflows', '07_content', '01_product_principles']",[],
1,cag,T10,10,Build progress snapshots,79.75872947762504,66.66666666666666,100.0,100.0,100.0,78.57142857142857,81.75555555555556,84.59358268313937,0,4,6,3,3,3,3,6,6,11,14,0,821,13.86577558517456,9,"['04_session_workflows', '07_content', '01_product_principles']","['T09', 'T08', 'T07', 'T01', 'T04', 'T02', 'T05', 'T03', 'T06']",
1,rag,T11,11,Support multiple dogs,26.808160066498647,16.666666666666664,66.66666666666666,66.66666666666666,66.66666666666666,8.333333333333332,91.37777777777778,89.43822887208727,0,1,6,2,3,2,3,4,6,1,12,0,388,9.50559401512146,0,"['01_product_principles', '06_testing', '04_session_workflows']",[],
1,dag,T11,11,Support multiple dogs,26.77157049327426,16.666666666666664,66.66666666666666,66.66666666666666,66.66666666666666,8.333333333333332,90.71111111111111,86.44593821631538,0,1,6,2,3,2,3,4,6,1,12,0,418,12.198655605316162,0,"['01_product_principles', '06_testing', '04_session_workflows']",[],
1,cag,T11,11,Support multiple dogs,49.014213264783216,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666,50.0,80.77777777777779,87.31021536721124,0,2,6,2,3,2,3,4,6,6,12,0,865,11.420806169509888,10,"['01_product_principles', '06_testing', '04_session_workflows']","['T10', 'T01', 'T09', 'T04', 'T08', 'T02', 'T07', 'T03', 'T05', 'T06']",
1,rag,T12,12,Add safety boundaries,14.973680604404873,16.666666666666664,0.0,0.0,0.0,18.75,91.06666666666666,89.634727107154,0,1,6,0,4,0,4,0,8,3,16,0,402,9.328745603561401,0,"['02_behavior_science', '01_product_principles', '06_testing']",[],
1,dag,T12,12,Add safety boundaries,19.85501350678338,16.666666666666664,0.0,0.0,0.0,31.25,90.4,78.43468401167128,0,1,6,0,4,0,4,0,8,5,16,0,432,19.40878438949585,0,"['02_behavior_science', '01_product_principles', '06_testing']",[],
1,cag,T12,12,Add safety boundaries,16.598690278371176,0.0,0.0,0.0,0.0,37.5,79.62222222222222,80.2468056148953,0,0,6,0,4,0,4,0,8,6,16,0,917,17.77787494659424,11,"['02_behavior_science', '01_product_principles', '06_testing']","['T10', 'T01', 'T06', 'T08', 'T11', 'T09', 'T04', 'T07', 'T05', 'T02', 'T03']",
1,rag,T13,13,Generate training content,53.2040273335837,66.66666666666666,100.0,100.0,100.0,11.76470588235294,90.73333333333333,92.41449806425307,0,4,6,3,3,3,3,6,6,2,17,0,417,6.826951742172241,0,"['07_content', '01_product_principles', '02_behavior_science']",[],
1,dag,T13,13,Generate training content,57.883004363390356,66.66666666666666,100.0,100.0,100.0,23.52941176470588,90.06666666666668,90.3906324174669,0,4,6,3,3,3,3,6,6,4,17,0,447,8.648430824279785,0,"['07_content', '01_product_principles', '02_behavior_science']",[],
1,cag,T13,13,Generate training content,83.16627453128964,100.0,100.0,100.0,100.0,58.82352941176471,78.17777777777778,85.50849888059828,0,6,6,3,3,3,3,6,6,10,17,0,982,13.042351007461548,12,"['07_content', '01_product_principles', '02_behavior_science']","['T10', 'T01', 'T06', 'T12', 'T09', 'T11', 'T04', 'T07', 'T03', 'T02', 'T08', 'T05']",
1,rag,T14,14,Add portable import export,36.20922622384589,16.666666666666664,100.0,100.0,100.0,11.76470588235294,91.66666666666666,92.00105375713773,0,1,6,4,4,4,4,8,8,2,17,0,375,7.19905161857605,0,"['06_testing', '03_local_data', '01_product_principles']",[],
1,dag,T14,14,Add portable import export,49.85625881201302,50.0,100.0,100.0,100.0,17.647058823529413,91.0,88.74352826012506,0,3,6,4,4,4,4,8,8,3,17,0,405,10.130824565887451,0,"['06_testing', '03_local_data', '01_product_principles']",[],
1,cag,T14,14,Add portable import export,52.03031450421202,50.0,100.0,100.0,100.0,23.52941176470588,77.88888888888889,83.96609094407823,0,3,6,4,4,4,4,8,8,4,17,0,995,14.43051815032959,13,"['06_testing', '03_local_data', '01_product_principles']","['T04', 'T10', 'T01', 'T03', 'T11', 'T09', 'T13', 'T07', 'T02', 'T08', 'T05', 'T06', 'T12']",
1,rag,T15,15,Define mobile UX routes,35.321292985666815,37.5,100.0,100.0,100.0,29.411764705882355,91.17777777777778,89.48093255360922,15.0,3,8,3,3,3,3,6,6,5,17,1,397,9.467160701751709,0,"['01_product_principles', '07_content', '05_safety']",[],
1,dag,T15,15,Define mobile UX routes,36.60387265811247,37.5,33.33333333333333,33.33333333333333,33.33333333333333,35.294117647058826,90.5111111111111,83.11144881778293,0,3,8,1,3,1,3,2,6,6,17,0,427,15.199696063995361,0,"['01_product_principles', '07_content', '05_safety']",[],
1,cag,T15,15,Define mobile UX routes,36.47479061541838,37.5,33.33333333333333,33.33333333333333,33.33333333333333,35.294117647058826,76.2,84.51435565948486,0,3,8,1,3,1,3,2,6,6,17,0,1071,13.937079906463623,14,"['01_product_principles', '07_content', '05_safety']","['T01', 'T10', 'T14', 'T04', 'T02', 'T07', 'T11', 'T09', 'T05', 'T13', 'T08', 'T06', 'T03', 'T12']",
1,rag,T16,16,Handle complex edge cases,42.504485888299484,50.0,100.0,50.0,75.0,14.285714285714285,91.26666666666667,87.7533507347107,0,3,6,2,2,1,2,3,4,3,21,0,393,11.021984338760376,0,"['02_behavior_science', '06_testing', '05_safety']",[],
1,dag,T16,16,Handle complex edge cases,17.691437782227048,50.0,50.0,50.0,50.0,4.761904761904762,90.60000000000001,88.06758774651422,15.0,3,6,1,2,1,2,2,4,1,21,1,423,10.739171028137207,0,"['02_behavior_science', '06_testing', '05_safety']",[],
1,cag,T16,16,Handle complex edge cases,33.07854081674606,16.666666666666664,100.0,50.0,75.0,57.14285714285714,75.35555555555555,80.11757373809814,15.0,1,6,2,2,1,2,3,4,12,21,1,1109,17.89418363571167,15,"['02_behavior_science', '06_testing', '05_safety']","['T10', 'T11', 'T14', 'T12', 'T15', 'T01', 'T09', 'T13', 'T04', 'T08', 'T02', 'T07', 'T05', 'T03', 'T06']",
1,rag,T17,17,Create testing strategy,62.05410600397322,100.0,100.0,100.0,100.0,5.555555555555555,93.77777777777779,89.41060039732191,0,6,6,4,4,4,4,8,8,1,18,0,280,9.530459642410278,0,"['06_testing', '07_content']",[],
1,dag,T17,17,Create testing strategy,44.96992798169454,50.0,100.0,100.0,100.0,5.555555555555555,93.11111111111111,81.6594648361206,0,3,6,4,4,4,4,8,8,1,18,0,310,16.506481647491455,0,"['06_testing', '07_content']",[],
1,cag,T17,17,Create testing strategy,75.18097457048628,100.0,100.0,100.0,100.0,38.88888888888889,76.62222222222222,85.9196792708503,0,6,6,4,4,4,4,8,8,7,18,0,1052,12.672288656234741,16,"['06_testing', '07_content']","['T14', 'T10', 'T16', 'T15', 'T01', 'T13', 'T04', 'T11', 'T09', 'T07', 'T12', 'T02', 'T08', 'T05', 'T03', 'T06']",
1,rag,T18,18,Define foraging source policy,14.743797570922158,16.666666666666664,0.0,0.0,0.0,18.181818181818183,90.62222222222222,89.81814093059964,0,1,6,0,3,0,1,0,4,4,22,0,422,9.163673162460327,0,"['07_content', '01_product_principles', '02_behavior_science']",[],
1,dag,T18,18,Define foraging source policy,14.71435719601795,16.666666666666664,0.0,0.0,0.0,18.181818181818183,89.95555555555555,87.54077010684543,0,1,6,0,3,0,1,0,4,4,22,0,452,11.213306903839111,0,"['07_content', '01_product_principles', '02_behavior_science']",[],
1,cag,T18,18,Define foraging source policy,34.66846422185802,16.666666666666664,66.66666666666666,0.0,33.33333333333333,86.36363636363636,72.22222222222221,73.41207875145805,15.0,1,6,2,3,0,1,2,4,19,22,1,1250,23.929129123687744,17,"['07_content', '01_product_principles', '02_behavior_science']","['T17', 'T13', 'T10', 'T01', 'T16', 'T14', 'T15', 'T04', 'T11', 'T09', 'T07', 'T06', 'T12', 'T02', 'T08', 'T05', 'T03']",
1,rag,T19,19,Optimize context layering,28.149117434925504,0.0,75.0,75.0,75.0,20.833333333333336,91.62222222222223,89.95618793699477,0,0,6,3,4,3,4,6,8,5,24,0,377,9.039430856704712,0,"['03_local_data', '06_testing', '01_product_principles']",[],
1,dag,T19,19,Optimize context layering,49.081239010069105,66.66666666666666,75.0,75.0,75.0,16.666666666666664,90.95555555555556,83.83501211802165,0,4,6,3,4,3,4,6,8,4,24,0,407,14.548489093780518,0,"['03_local_data', '06_testing', '01_product_principles']",[],
1,cag,T19,19,Optimize context layering,19.100768661499025,0.0,25.0,25.0,25.0,29.166666666666668,72.22222222222221,71.18797726101346,0,0,6,1,4,1,4,2,8,7,24,0,1250,25.93082046508789,18,"['03_local_data', '06_testing', '01_product_principles']","['T17', 'T14', 'T15', 'T01', 'T16', 'T10', 'T04', 'T12', 'T11', 'T09', 'T13', 'T07', 'T02', 'T06', 'T05', 'T03', 'T08', 'T18']",
1,rag,T20,20,Produce final build plan,29.28496436265378,55.55555555555556,50.0,0.0,25.0,6.451612903225806,94.97777777777779,86.56525346967909,0,5,9,2,4,0,1,2,5,2,31,0,226,12.091271877288818,0,['07_content'],[],
1,dag,T20,20,Produce final build plan,28.01007639311719,55.55555555555556,50.0,0.0,25.0,3.225806451612903,94.31111111111112,88.77538124720256,0,5,9,2,4,0,1,2,5,1,31,0,256,10.1021568775177,0,['07_content'],[],
1,cag,T20,20,Produce final build plan,24.89696758605246,44.44444444444444,50.0,100.0,75.0,12.903225806451612,74.44444444444444,88.01217079162598,15.0,4,9,2,4,1,1,3,5,4,31,1,1150,10.789046287536621,19,['07_content'],"['T17', 'T14', 'T15', 'T02', 'T01', 'T10', 'T16', 'T03', 'T11', 'T09', 'T04', 'T19', 'T08', 'T07', 'T05', 'T13', 'T12', 'T18', 'T06']",
1,rag,T21,21,Refactor architecture safely,14.57442581982083,37.5,0.0,0.0,0.0,0.0,92.84444444444443,89.59813753763835,0,3,8,0,4,0,2,0,6,0,20,0,322,9.361676216125488,0,"['01_product_principles', '04_session_workflows']",[],
1,dag,T21,21,Refactor architecture safely,18.54534433905284,37.5,0.0,0.0,0.0,10.0,92.17777777777778,87.35665612750583,0,3,8,0,4,0,2,0,6,2,20,0,352,11.379009485244751,0,"['01_product_principles', '04_session_workflows']",[],
1,cag,T21,21,Refactor architecture safely,52.25507536421882,37.5,0.0,100.0,50.0,65.0,71.06666666666666,79.44086975521512,0,3,8,0,4,2,2,2,6,13,20,0,1302,18.503217220306396,20,"['01_product_principles', '04_session_workflows']","['T20', 'T17', 'T01', 'T15', 'T16', 'T14', 'T10', 'T09', 'T04', 'T11', 'T02', 'T07', 'T19', 'T03', 'T13', 'T05', 'T08', 'T06', 'T12', 'T18']",
1,rag,T22,22,Add cross-lane feature,15.715860630504668,0.0,0.0,100.0,50.0,4.761904761904762,91.02222222222223,90.08765035205417,0,0,7,0,4,2,2,2,6,1,21,0,404,8.921114683151245,0,"['01_product_principles', '02_behavior_science', '06_testing']",[],
1,dag,T22,22,Add cross-lane feature,2.8083174603174603,0.0,0.0,0.0,0.0,4.761904761904762,90.35555555555555,0.0,0,0,7,0,4,0,2,0,6,1,21,0,434,611.2327337265015,0,"['01_product_principles', '02_behavior_science', '06_testing']",[],
1,cag,T22,22,Add cross-lane feature,44.13750257195367,28.57142857142857,0.0,100.0,50.0,52.38095238095239,68.02222222222223,79.06136830647786,0,2,7,0,4,2,2,2,6,11,21,0,1439,18.844768524169922,21,"['01_product_principles', '02_behavior_science', '06_testing']","['T20', 'T17', 'T21', 'T01', 'T14', 'T15', 'T04', 'T16', 'T10', 'T11', 'T13', 'T19', 'T09', 'T07', 'T12', 'T02', 'T05', 'T03', 'T08', 'T06', 'T18']",
1,rag,T23,23,Preserve schema with migration,5.470354925184539,0.0,0.0,0.0,0.0,9.090909090909092,91.91111111111111,91.48801777097914,0,0,7,0,4,0,2,0,6,2,22,0,364,7.660784006118774,0,"['03_local_data', '06_testing', '05_safety']",[],
1,dag,T23,23,Preserve schema with migration,24.094663042869403,28.57142857142857,25.0,50.0,37.5,9.090909090909092,91.24444444444444,83.15692477756076,0,2,7,1,4,1,2,2,6,2,22,0,394,15.158767700195312,0,"['03_local_data', '06_testing', '05_safety']",[],
1,cag,T23,23,Preserve schema with migration,11.325822055230411,28.57142857142857,0.0,50.0,25.0,22.727272727272727,67.82222222222222,84.24050278133817,15.0,2,7,0,4,1,2,1,6,5,22,1,1448,14.183547496795654,22,"['03_local_data', '06_testing', '05_safety']","['T20', 'T17', 'T14', 'T04', 'T21', 'T16', 'T01', 'T10', 'T22', 'T15', 'T13', 'T11', 'T09', 'T19', 'T12', 'T02', 'T07', 'T03', 'T08', 'T05', 'T18', 'T06']",
1,rag,T24,24,Harden offline export/import edge cases,9.554811862102452,0.0,0.0,50.0,25.0,4.3478260869565215,93.22222222222221,88.34592050976224,0,0,7,0,5,1,2,1,7,1,23,0,305,10.48867154121399,0,"['06_testing', '02_behavior_science']",[],
1,dag,T24,24,Harden offline export/import edge cases,7.806641303698222,0.0,0.0,50.0,25.0,0.0,92.55555555555556,88.10857481426663,0,0,7,0,5,1,2,1,7,0,23,0,335,10.702282667160034,0,"['06_testing', '02_behavior_science']",[],
1,cag,T24,24,Harden offline export/import edge cases,6.078272344097588,14.285714285714285,0.0,50.0,25.0,21.73913043478261,67.95555555555556,84.59217574861316,15.0,1,7,0,5,1,2,1,7,5,23,1,1442,13.867041826248169,23,"['06_testing', '02_behavior_science']","['T20', 'T17', 'T16', 'T14', 'T21', 'T01', 'T10', 'T22', 'T04', 'T15', 'T23', 'T11', 'T09', 'T19', 'T02', 'T13', 'T07', 'T12', 'T03', 'T08', 'T05', 'T18', 'T06']",
1,rag,T25,25,Handle safety-sensitive domain incident,0.0,0.0,0.0,66.66666666666666,33.33333333333333,8.333333333333332,91.37777777777778,90.22536781099107,15.0,0,7,0,4,2,3,2,7,2,24,1,388,8.797168970108032,0,"['02_behavior_science', '06_testing', '05_safety']",[],
1,dag,T25,25,Handle safety-sensitive domain incident,0.0,0.0,0.0,66.66666666666666,33.33333333333333,8.333333333333332,90.71111111111111,84.01857058207194,30.0,0,7,0,4,2,3,2,7,2,24,2,418,14.383286476135254,0,"['02_behavior_science', '06_testing', '05_safety']",[],
1,cag,T25,25,Handle safety-sensitive domain incident,52.68348233354659,42.857142857142854,0.0,100.0,50.0,62.5,64.95555555555555,46.24982065624661,0,3,7,0,4,3,3,3,7,15,24,0,1577,48.37516140937805,24,"['02_behavior_science', '06_testing', '05_safety']","['T20', 'T17', 'T21', 'T16', 'T14', 'T01', 'T24', 'T10', 'T22', 'T04', 'T15', 'T23', 'T12', 'T11', 'T09', 'T02', 'T19', 'T13', 'T07', 'T03', 'T08', 'T05', 'T18', 'T06']",
1,rag,T26,26,Write full-system technical docs,0.0,0.0,0.0,50.0,25.0,4.0,93.5111111111111,90.40286911858453,15.0,0,7,0,4,1,2,1,6,1,25,1,292,8.637417793273926,0,"['06_testing', '05_safety']",[],
1,dag,T26,26,Write full-system technical docs,9.462298865424263,0.0,0.0,50.0,25.0,4.0,92.84444444444443,93.38544209798178,0,0,7,0,4,1,2,1,6,1,25,0,322,5.953102111816406,0,"['06_testing', '05_safety']",[],
1,cag,T26,26,Write full-system technical docs,8.125371763971117,0.0,0.0,100.0,50.0,24.0,65.88888888888889,86.6482875082228,15.0,0,7,0,4,2,2,2,6,6,25,1,1535,12.016541242599487,25,"['06_testing', '05_safety']","['T20', 'T17', 'T21', 'T16', 'T14', 'T24', 'T01', 'T10', 'T25', 'T22', 'T04', 'T15', 'T23', 'T12', 'T11', 'T09', 'T19', 'T02', 'T13', 'T07', 'T03', 'T08', 'T05', 'T18', 'T06']",
1,rag,T27,27,Expand cross-module test coverage,14.61943191762023,28.57142857142857,0.0,0.0,0.0,7.6923076923076925,91.8,91.0223126411438,0,2,7,0,4,0,2,0,6,2,26,0,369,8.079918622970581,0,"['06_testing', '05_safety', '04_session_workflows']",[],
1,dag,T27,27,Expand cross-module test coverage,20.484510651912153,28.57142857142857,0.0,50.0,25.0,7.6923076923076925,91.13333333333333,78.1968527370029,0,2,7,0,4,1,2,1,6,2,26,0,399,19.622832536697388,0,"['06_testing', '05_safety', '04_session_workflows']",[],
1,cag,T27,27,Expand cross-module test coverage,32.641114304180405,42.857142857142854,0.0,100.0,50.0,11.538461538461538,63.17777777777778,82.2523339589437,0,3,7,0,4,2,2,2,6,3,26,0,1657,15.972899436950684,26,"['06_testing', '05_safety', '04_session_workflows']","['T20', 'T17', 'T21', 'T16', 'T22', 'T14', 'T26', 'T24', 'T01', 'T10', 'T25', 'T11', 'T04', 'T15', 'T23', 'T12', 'T09', 'T19', 'T03', 'T02', 'T13', 'T07', 'T08', 'T05', 'T18', 'T06']",
1,rag,T28,28,Debug regression from conflicting decisions,3.30701737025932,0.0,0.0,0.0,0.0,3.7037037037037033,92.84444444444443,89.70914443333943,0,0,7,0,4,0,2,0,6,1,27,0,322,9.261770009994507,0,"['04_session_workflows', '01_product_principles']",[],
1,dag,T28,28,Debug regression from conflicting decisions,3.2590320194385667,0.0,0.0,0.0,0.0,3.7037037037037033,92.17777777777778,85.57727601793077,0,0,7,0,4,0,2,0,6,1,27,0,352,12.980451583862305,0,"['04_session_workflows', '01_product_principles']",[],
1,cag,T28,28,Debug regression from conflicting decisions,14.86644635959908,0.0,0.0,50.0,25.0,18.51851851851852,63.111111111111114,82.79278410805595,0,0,7,0,4,1,2,1,6,5,27,0,1660,15.486494302749634,27,"['04_session_workflows', '01_product_principles']","['T20', 'T17', 'T27', 'T21', 'T24', 'T16', 'T26', 'T14', 'T01', 'T22', 'T10', 'T25', 'T11', 'T04', 'T15', 'T23', 'T12', 'T09', 'T19', 'T02', 'T13', 'T07', 'T03', 'T08', 'T05', 'T18', 'T06']",
1,rag,T29,29,Create release checklist and limitations,20.40187806812165,28.57142857142857,50.0,0.0,25.0,7.142857142857142,91.42222222222223,91.62272744708591,0,2,7,2,4,0,2,2,6,2,28,0,386,7.539545297622681,0,"['04_session_workflows', '07_content', '05_safety']",[],
1,dag,T29,29,Create release checklist and limitations,17.420879982024903,28.57142857142857,50.0,0.0,25.0,0.0,90.75555555555556,79.90387121836345,0,2,7,2,4,0,2,2,6,0,28,0,416,18.0865159034729,0,"['04_session_workflows', '07_content', '05_safety']",[],
1,cag,T29,29,Create release checklist and limitations,23.749301587301588,28.57142857142857,50.0,50.0,50.0,3.571428571428571,60.644444444444446,0.0,0,2,7,2,4,1,2,3,6,1,28,0,1771,615.5452306270599,28,"['04_session_workflows', '07_content', '05_safety']","['T20', 'T17', 'T27', 'T21', 'T26', 'T16', 'T22', 'T14', 'T01', 'T10', 'T28', 'T24', 'T25', 'T23', 'T11', 'T04', 'T15', 'T12', 'T09', 'T19', 'T02', 'T13', 'T07', 'T03', 'T08', 'T06', 'T05', 'T18']",
1,rag,T30,30,Produce implementation handoff roadmap,10.768964952666705,14.285714285714285,0.0,0.0,0.0,10.344827586206897,90.71111111111111,86.67799499299791,0,1,7,0,4,0,2,0,6,3,29,0,418,11.98980450630188,0,"['01_product_principles', '02_behavior_science', '03_local_data']",[],
