mode,task_index,score,score,checklist_quality,checklist_quality,source_evidence_recall,source_evidence_recall,domain_rule_recall,domain_rule_recall,evidence_recall,evidence_recall,continuity_recall,continuity_recall,token_efficiency,token_efficiency,latency_efficiency,latency_efficiency,contradiction_penalty,contradiction_penalty,prompt_tokens,prompt_tokens,latency_seconds,latency_seconds
cag,14,49.839756808582216,8.080413343838018,44.444444444444436,17.21325931647741,79.16666666666667,24.579802006254376,79.16666666666667,24.579802006254376,79.16666666666667,24.579802006254376,35.29411764705882,11.160979977064866,77.88888888888889,0.0,83.21097497586851,4.790147565118379,0.0,0.0,995.0,0.0,15.110122521718344,4.311132808606542
cag,15,58.765153055997196,18.683979692599205,37.5,0.0,66.66666666666667,29.8142396999972,66.66666666666667,29.8142396999972,66.66666666666667,29.8142396999972,71.56862745098039,32.308347163302116,76.2,0.0,62.570207560503924,31.501297551391076,2.5,6.123724356957945,1071.0,0.0,123.10435291131337,246.70163163342968
cag,16,59.99600027974699,6.642076116148117,58.33333333333332,20.41241452319315,83.33333333333333,25.819888974716115,58.333333333333336,20.412414523193153,70.83333333333333,10.206207261596576,53.968253968253975,4.918074090422119,75.35555555555555,0.0,82.18098035565129,2.9275260615011027,7.5,8.215838362577491,1109.0,0.0,16.037117679913838,2.6347734553509867
cag,17,68.8953386907401,5.3677590195705465,75.0,27.386127875258307,100.0,0.0,100.0,0.0,100.0,0.0,44.44444444444445,10.540925533894601,76.62222222222222,0.0,85.13386907400908,3.9044566090477653,0.0,0.0,1052.0,0.0,13.379517833391825,3.514010948142989
cag,18,33.17042021506563,13.953544063047143,13.888888888888886,6.804138174397717,33.33333333333333,29.81423969999719,0.0,0.0,16.666666666666664,14.907119849998596,57.57575757575757,23.994948963429277,72.22222222222221,0.0,69.5672740318157,21.267143681640036,5.0,7.745966692414834,1250.0,0.0,27.389453371365864,19.140429313476034
cag,19,40.45688604337197,20.527121903874498,22.222222222222218,34.42651863295481,50.0,22.360679774997898,50.0,22.360679774997898,50.0,22.360679774997898,48.61111111111111,18.383769008638108,72.22222222222221,0.0,73.46638211497554,13.50722432336487,2.5,6.123724356957945,1250.0,0.0,23.880256096522015,12.156501891028382
cag,20,33.8144539684805,8.60030390919541,44.444444444444436,7.027283689263068,45.833333333333336,18.819316317727026,50.0,54.772255750516614,47.916666666666664,34.835924943464136,13.978494623655914,3.3315985773827244,74.44444444444444,0.0,86.75005634625752,2.645850951088848,2.5,6.123724356957945,1150.0,0.0,11.924949288368225,2.381265855979961
cag,21,46.904455554061464,13.072493648368335,37.5,0.0,0.0,0.0,75.0,41.83300132670378,37.5,20.91650066335189,59.166666666666664,20.59530690877576,71.06666666666666,0.0,77.71222207281325,6.059854061231818,0.0,0.0,1302.0,0.0,20.05900013446808,5.453868655108639
cag,22,41.11466721876336,14.990606354677912,33.33333333333333,11.664236870396083,0.0,0.0,66.66666666666667,40.8248290463863,33.333333333333336,20.41241452319315,50.79365079365079,22.470270944998585,68.02222222222223,0.0,78.36513457474885,7.001124883304095,2.5,6.123724356957945,1439.0,0.0,19.471378882726032,6.301012394973686
cag,23,32.653022553927165,13.529988065506439,33.33333333333333,7.37711113563317,0.0,0.0,58.333333333333336,20.412414523193153,29.166666666666668,10.206207261596576,32.57575757575757,24.294451746745203,67.82222222222222,0.0,61.116396806858205,34.99235442529566,10.0,7.745966692414834,1448.0,0.0,127.06096577644348,252.98641681268077
cag,24,22.79003974803497,9.882220283454874,14.285714285714285,12.777531299998799,0.0,0.0,66.66666666666667,25.819888974716115,33.333333333333336,12.909944487358057,21.014492753623188,10.072203103706698,67.95555555555556,0.0,84.7544233887284,1.9867705495642598,15.0,0.0,1442.0,0.0,13.72101895014445,1.7880934946078324
cag,25,55.35743227013078,2.0377756744665887,42.857142857142854,0.0,0.0,0.0,100.0,0.0,50.0,0.0,68.75,5.103103630798288,64.95555555555555,0.0,63.64481431466562,11.473629191587031,7.5,8.215838362577491,1577.0,0.0,32.71966711680094,10.32626627242833
cag,26,23.476851494375364,3.1254827881016647,9.523809523809524,7.377111135633175,0.0,0.0,91.66666666666667,20.412414523193153,45.833333333333336,10.206207261596576,19.333333333333332,3.9327683210007005,65.88888888888889,0.0,84.65340340578997,3.585209434219002,12.5,6.123724356957945,1535.0,0.0,13.811936934789022,3.2266884907971005
cag,27,34.34098343642126,9.694929304294874,35.71428571428571,11.952286093343933,0.0,0.0,91.66666666666667,20.412414523193153,45.833333333333336,10.206207261596576,24.35897435897436,12.794846102435537,63.17777777777778,0.0,82.27587721965931,4.24269526675139,5.0,7.745966692414834,1657.0,0.0,15.95171050230662,3.8184257400762522
cag,28,15.121320709921486,6.871661393399952,9.523809523809524,7.377111135633174,0.0,0.0,33.333333333333336,40.8248290463863,16.666666666666668,20.41241452319315,16.049382716049383,5.060222600473877,63.11111111111112,0.0,83.23612742953831,2.432264045524919,0.0,0.0,1660.0,0.0,15.087485313415527,2.1890376409724235
cag,29,26.24947850341141,3.2134403965327993,30.95238095238095,5.832118435198039,41.666666666666664,20.41241452319315,50.0,0.0,45.833333333333336,10.206207261596576,8.928571428571429,10.28918592206281,60.644444444444446,0.0,54.77959637288694,42.47245192568466,0.0,0.0,1771.0,0.0,290.61505949497223,448.3742534148928
cag,30,33.37082276495459,6.332100713835837,2.380952380952381,5.832118435198042,0.0,0.0,83.33333333333333,25.819888974716115,41.666666666666664,12.909944487358057,53.44827586206896,6.071316159192756,58.88888888888889,0.0,59.30997217143024,6.74638131730936,2.5,6.123724356957945,1850.0,0.0,36.62102504571279,6.071743185578423
dag,1,69.99656685406065,3.9090026504984183,57.14285714285714,0.0,56.666666666666664,8.164965809277259,16.666666666666668,40.8248290463863,36.666666666666664,16.329931618554518,100.0,0.0,90.04444444444444,0.0,86.75509810447693,2.594466449381735,0.0,0.0,448.0,0.0,11.920411705970764,2.335019804443563
dag,2,34.28625417332927,4.668843153346858,30.555555555555554,6.804138174397716,25.0,0.0,25.0,0.0,25.0,0.0,40.47619047619047,5.832118435198039,90.15555555555557,0.0,80.53335384086326,5.194043093678109,0.0,0.0,443.0,0.0,17.519981543223064,4.6746387843103
dag,3,57.0047684758807,6.0423147293345245,69.04761904761905,5.832118435198047,96.66666666666667,8.16496580927726,96.66666666666667,8.16496580927726,96.66666666666667,8.16496580927726,21.428571428571427,7.824607964359515,90.77777777777779,0.0,84.93716504838731,3.706347610811192,0.0,0.0,415.0,0.0,13.556551456451416,3.335712849730068
dag,4,28.054034245491025,5.460545503712916,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,13.693063937629153,91.02222222222224,0.0,81.04786899354723,6.451713629474571,0.0,0.0,404.0,0.0,17.056917905807495,5.806542266527121
dag,5,20.945007639070038,3.1864412007981846,14.285714285714285,0.0,4.166666666666667,10.206207261596575,4.166666666666667,10.206207261596575,4.166666666666667,10.206207261596575,33.33333333333333,7.377111135633171,90.66666666666667,0.0,84.78647819271794,2.741390608690986,0.0,0.0,420.0,0.0,13.692169626553854,2.467251547821887
dag,6,59.84569808131837,8.977831013087586,50.0,11.952286093343936,83.33333333333333,40.824829046386306,72.22222222222221,25.09242175696937,77.77777777777777,25.09242175696937,56.060606060606055,6.843387751900733,89.91111111111111,0.0,85.56778792981748,2.4034766296611405,2.5,6.123724356957945,454.0,0.0,12.988990863164267,2.163128966695025
dag,7,53.30489037414352,6.56948233281003,75.0,7.90569415042095,83.33333333333333,10.5409255338946,83.33333333333333,10.5409255338946,83.33333333333333,10.5409255338946,15.151515151515154,4.694525268130202,90.40000000000002,0.0,84.02843135374563,5.353389518528599,0.0,0.0,432.0,0.0,14.374411781628927,4.818050566675743
dag,8,27.711716651333703,4.707038175543546,36.11111111111111,6.8041381743977185,29.166666666666668,24.579802006254376,29.166666666666668,24.579802006254376,29.166666666666668,24.579802006254376,16.666666666666668,3.688555567816588,90.35555555555555,0.0,86.3716651333703,3.3112572766041217,0.0,0.0,434.0,0.0,12.265501379966736,2.980131548943712
dag,9,22.214409041687293,3.929091764296844,5.5555555555555545,8.606629658238703,33.33333333333333,0.0,33.33333333333333,0.0,33.33333333333333,0.0,26.388888888888886,3.4020690871988566,90.95555555555556,0.0,86.04090416872943,1.8947691422371955,0.0,0.0,407.0,0.0,12.563186248143515,1.705292228013477
dag,10,13.712350677669363,13.363805535899923,8.333333333333332,13.944333775567925,22.222222222222218,34.42651863295481,22.222222222222218,34.42651863295481,22.222222222222218,34.42651863295481,9.523809523809524,3.6885555678165876,90.59999999999998,0.0,83.01602014788875,3.8931033938769755,0.0,0.0,423.0,0.0,15.285581866900126,3.5037930544892735
dag,11,25.959420727517866,5.9079248028165905,16.666666666666664,10.540925533894596,61.11111111111111,13.608276348795433,61.11111111111111,13.608276348795433,61.11111111111111,13.608276348795433,9.722222222222221,6.27310543924234,90.71111111111112,0.0,83.00873941845364,4.359271207784857,0.0,0.0,418.0,0.0,15.292134523391724,3.9233440870063663
dag,12,18.644588666333092,1.3281553302920635,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.125,3.423265984407289,90.40000000000002,0.0,82.3921999666426,6.311734914579121,2.5,6.123724356957945,432.0,0.0,15.847020030021667,5.680561423121213
dag,13,52.337614278946056,3.6132650395665618,52.77777777777777,6.804138174397712,100.0,0.0,100.0,0.0,100.0,0.0,21.56862745098039,6.075267994050852,90.06666666666668,0.0,86.50521874427795,3.116635409201705,2.5,6.123724356957945,447.0,0.0,12.145303130149841,2.8049718682815343
dag,14,47.30070088902331,6.987446768106236,44.44444444444445,13.608276348795437,95.83333333333333,10.206207261596576,95.83333333333333,10.206207261596576,95.83333333333333,10.206207261596576,18.627450980392158,6.876736437941247,91.0,0.0,82.8609385755327,3.9057775971151423,0.0,0.0,405.0,0.0,15.425155282020569,3.515199837403626
dag,15,43.159353152175356,8.280153705864187,37.5,0.0,72.22222222222221,32.7730693416725,72.22222222222221,32.7730693416725,72.22222222222221,32.7730693416725,28.43137254901961,5.783482825001032,90.5111111111111,0.0,79.83596881230672,2.35720813573112,5.0,7.745966692414834,427.0,0.0,18.14762806892395,2.1214873221580075
dag,16,37.12189791818901,3.5575490113010657,52.77777777777777,6.804138174397712,58.333333333333336,20.412414523193153,50.0,0.0,54.166666666666664,10.206207261596576,11.111111111111109,3.8880789567986955,90.59999999999998,0.0,82.70090293001245,4.011513592797674,2.5,6.123724356957945,423.0,0.0,15.56918736298879,3.610362233517904
dag,17,47.44232855337638,7.285155990783513,58.333333333333336,20.412414523193153,100.0,0.0,100.0,0.0,100.0,0.0,4.62962962962963,4.182070292828228,93.11111111111113,0.0,82.60322570800781,3.0715827722012863,0.0,0.0,310.0,0.0,15.657096862792969,2.764424494981155
dag,18,17.73208816113456,4.2228204164351615,22.222222222222218,8.606629658238703,22.222222222222218,17.213259316477405,0.0,0.0,11.111111111111109,8.606629658238703,14.393939393939396,6.690727929036247,89.95555555555556,0.0,85.2734625781024,2.7045616647720867,0.0,0.0,452.0,0.0,13.253883679707846,2.4341054982948775
dag,19,50.114237090234404,4.970732306267434,63.88888888888888,6.804138174397713,83.33333333333333,12.909944487358056,83.33333333333333,12.909944487358056,83.33333333333333,12.909944487358056,16.666666666666668,2.63523138347365,90.95555555555556,0.0,81.57926457899588,3.2028568783859206,0.0,0.0,407.0,0.0,16.578661878903706,2.882571190547333
dag,20,27.835013349519404,3.325743483740638,53.7037037037037,8.364140585656452,50.0,0.0,0.0,0.0,25.0,0.0,4.301075268817204,1.665799288691362,94.31111111111112,0.0,91.22128716221562,1.6536498612710029,0.0,0.0,256.0,0.0,7.9008415540059405,1.4882848751439006
dag,21,17.728004117824415,3.2084228852673378,39.583333333333336,5.103103630798287,4.166666666666667,10.206207261596575,0.0,0.0,2.0833333333333335,5.103103630798287,5.0,3.1622776601683795,92.17777777777776,0.0,84.7893006713302,3.518635158897675,0.0,0.0,352.0,0.0,13.689629395802816,3.166771643007909
dag,22,10.136267214903755,5.261495565291174,2.380952380952381,5.832118435198042,0.0,0.0,33.333333333333336,40.8248290463863,16.666666666666668,20.41241452319315,9.523809523809524,3.0116930096841705,90.35555555555555,0.0,61.36640403005811,30.53130364870215,0.0,0.0,434.0,0.0,121.64235866069794,239.89720311633914
dag,23,22.68481592246556,5.985706976514742,28.57142857142857,9.03507902905251,16.666666666666668,12.909944487358056,41.666666666666664,20.412414523193153,29.166666666666668,15.138251770487457,10.606060606060607,2.347262634065101,91.24444444444445,0.0,81.56615213111594,2.5625833262542055,0.0,0.0,394.0,0.0,16.590463081995647,2.306324993628785
dag,24,9.516446079735594,1.0917087029555488,0.0,0.0,0.0,0.0,50.0,0.0,25.0,0.0,4.347826086956521,2.749806661015982,92.55555555555556,0.0,85.17600893974304,4.007956912780707,0.0,0.0,335.0,0.0,13.341591954231262,3.60716122150264
dag,25,11.732474966119833,2.0828643495877697,0.0,0.0,0.0,0.0,55.55555555555554,17.21325931647741,27.77777777777777,8.606629658238704,8.333333333333332,0.0,90.71111111111112,0.0,82.53638550087258,3.8258754614409667,20.0,7.745966692414834,418.0,0.0,15.717253049214682,3.4432879152968683
dag,26,9.69153444477364,0.6454437504005631,0.0,0.0,0.0,0.0,50.0,0.0,25.0,0.0,4.666666666666667,1.632993161855452,92.84444444444443,0.0,89.64233336625277,2.6031413746457104,2.5,6.123724356957945,322.0,0.0,9.321899970372518,2.342827237181141
dag,27,21.02526113833496,0.8142030159728878,28.57142857142857,0.0,0.0,0.0,50.0,0.0,25.0,0.0,8.974358974358973,1.9861453057473937,91.13333333333333,0.0,80.98985009723239,3.2216308994419265,5.0,7.745966692414834,399.0,0.0,17.109134912490845,2.8994678094977413
dag,28,3.016099348645151,0.5974567631883468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0864197530864192,1.5120307054217146,92.17777777777776,0.0,85.97536696328058,0.9463898464719653,0.0,0.0,352.0,0.0,12.622169733047485,0.8517508618247697
dag,29,18.41471012270892,0.7560875489798159,28.57142857142857,0.0,50.0,0.0,0.0,0.0,25.0,0.0,2.380952380952381,1.8442777839082936,90.75555555555555,0.0,84.04879004866989,2.484794298109547,0.0,0.0,416.0,0.0,14.356088956197103,2.23631486829859
dag,30,15.400754933179938,8.224822856917719,14.285714285714285,12.777531299998799,16.666666666666668,20.412414523193153,25.0,27.386127875258307,20.833333333333332,20.412414523193153,9.770114942528734,3.3903175181040512,90.04444444444444,0.0,73.51216545811405,16.352412646013445,2.5,6.123724356957945,448.0,0.0,23.839051087697346,14.717171381412099
rag,1,88.9542572228694,13.00861012115473,88.09523809523809,16.70064563500018,93.33333333333333,16.32993161855452,50.0,54.772255750516614,71.66666666666667,31.88521078284832,100.0,0.0,90.71111111111112,0.0,89.47651593773453,1.3783959162896833,0.0,0.0,418.0,0.0,9.47113565603892,1.2405563246607132
rag,2,32.52273817928506,4.75492232251466,36.11111111111111,6.804138174397719,29.166666666666668,10.206207261596576,29.166666666666668,10.206207261596576,29.166666666666668,10.206207261596576,28.57142857142857,0.0,90.82222222222224,0.0,90.8166750713631,1.1351656678348256,0.0,0.0,413.0,0.0,8.264992435773214,1.0216491010513487
rag,3,33.20838468790054,16.444054129776074,30.95238095238095,22.88688541085317,43.333333333333336,32.04163957519444,43.333333333333336,32.04163957519444,43.333333333333336,32.04163957519444,26.19047619047619,5.832118435198042,91.44444444444444,0.0,89.39402434560988,1.1237798354486601,0.0,0.0,385.0,0.0,9.54537808895111,1.0114018519037933
rag,4,23.16681164656745,3.1606455000964977,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,7.905694150420948,91.68888888888888,0.0,91.65894243452284,0.6781831928648907,0.0,0.0,374.0,0.0,7.506951808929443,0.6103648735784055
rag,5,19.034719902031004,2.311148399198795,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.95238095238095,5.832118435198039,91.33333333333331,0.0,88.3291330602434,3.0471064596262214,0.0,0.0,390.0,0.0,10.503780245780945,2.742395813663599
rag,6,53.18670533074364,12.613254127026298,52.38095238095237,7.377111135633178,66.66666666666667,51.63977794943222,66.66666666666666,0.0,66.66666666666667,25.819888974716115,43.93939393939394,10.6276835859092,90.57777777777778,0.0,89.56461676844845,1.2939444767641097,2.5,6.123724356957945,424.0,0.0,9.391844908396402,1.1645500290876944
rag,7,56.83361306055789,6.874719716172861,81.25,6.846531968814576,88.8888888888889,8.606629658238703,88.8888888888889,8.606629658238703,88.8888888888889,8.606629658238703,15.15151515151515,7.422696190252053,91.06666666666666,0.0,90.4006999951822,1.69699388986798,0.0,0.0,402.0,0.0,8.639370004336039,1.527294500881184
rag,8,40.891552232911344,16.033903898419183,41.666666666666664,13.944333775567925,54.166666666666664,33.22900339562814,54.166666666666664,33.22900339562814,54.166666666666664,33.22900339562814,29.76190476190476,11.44344270542659,91.02222222222224,0.0,90.99014392605534,0.8630013995608906,0.0,0.0,404.0,0.0,8.108870466550192,0.7767012596047939
rag,9,28.714645675835783,11.204551916570955,16.666666666666664,14.907119849998596,44.444444444444436,17.21325931647741,44.444444444444436,17.21325931647741,44.444444444444436,17.21325931647741,26.388888888888886,6.27310543924234,91.62222222222222,0.0,90.9534564724675,1.276182675366088,0.0,0.0,377.0,0.0,8.141889174779257,1.1485644078294779
rag,10,34.550747576625255,5.302594899350783,13.888888888888886,6.804138174397716,61.11111111111111,13.608276348795433,61.11111111111111,13.608276348795433,61.11111111111111,13.608276348795433,33.333333333333336,3.6885555678165893,91.2666666666667,0.0,91.585868773637,0.7741593575701838,0.0,0.0,393.0,0.0,7.572718103726705,0.696743421813169
rag,11,24.377570611353267,3.1723832862341648,16.666666666666664,0.0,61.11111111111111,13.608276348795433,61.11111111111111,13.608276348795433,61.11111111111111,13.608276348795433,5.5555555555555545,4.303314829119351,91.37777777777778,0.0,90.82372780199404,1.0370876264574589,0.0,0.0,388.0,0.0,8.258644978205362,0.9333788638117083
rag,12,9.528378954657802,4.505915066196364,5.5555555555555545,8.606629658238703,0.0,0.0,0.0,0.0,0.0,0.0,14.583333333333334,5.103103630798287,91.06666666666666,0.0,89.5490065768913,0.7296269397276597,0.0,0.0,402.0,0.0,9.40589408079783,0.6566642457548906
rag,13,49.808579569374025,14.367669374080153,61.11111111111111,27.21655269759087,88.88888888888887,17.21325931647741,88.88888888888887,17.21325931647741,88.88888888888887,17.21325931647741,14.705882352941176,4.921529567847503,90.7333333333333,0.0,90.77821837531195,1.371763345944942,0.0,0.0,417.0,0.0,8.299603462219238,1.2345870113504456
rag,14,38.149649311930006,13.751457641654447,27.777777777777775,25.092421756969365,87.5,13.693063937629153,87.5,13.693063937629153,87.5,13.693063937629153,14.705882352941174,7.204381596421112,91.66666666666667,0.0,90.61852596424245,1.6289489545487577,0.0,0.0,375.0,0.0,8.443326632181803,1.4660540590938784
rag,15,45.922368706999265,6.807559504793802,29.166666666666668,12.909944487358056,100.0,0.0,100.0,0.0,100.0,0.0,25.49019607843137,6.07526799405085,91.17777777777776,0.0,89.7845831182268,1.5344073544426489,2.5,6.123724356957945,397.0,0.0,9.193875193595886,1.3809666189983836
rag,16,43.147168143560016,2.59196818481892,52.77777777777777,6.804138174397714,100.0,0.0,50.0,0.0,75.0,0.0,13.492063492063492,1.9440394783993473,91.2666666666667,0.0,89.32316356235081,1.4342985342253372,0.0,0.0,393.0,0.0,9.609152793884277,1.2908686808028091
rag,17,60.57864237917794,1.1474343530522726,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,1.8518518518518519,2.8688765527462348,93.77777777777779,0.0,90.01238606594227,1.206074513234115,0.0,0.0,280.0,0.0,8.988852540651957,1.085467061910703
rag,18,15.770770884115686,2.6248539865003475,24.999999999999996,9.128709291752768,0.0,0.0,0.0,0.0,0.0,0.0,13.636363636363638,2.874797872880345,90.62222222222222,0.0,91.00032073480111,1.4741509291082826,0.0,0.0,422.0,0.0,8.099711338678995,1.3267358361974555
rag,19,26.41714272545002,5.783751541959145,16.666666666666664,14.907119849998596,50.0,22.360679774997898,50.0,22.360679774997898,50.0,22.360679774997898,17.36111111111111,6.67534157816551,91.62222222222222,0.0,88.98093921166878,1.7917249521321446,0.0,0.0,377.0,0.0,9.917154709498087,1.6125524569189333
rag,20,26.588277253043838,2.1687579517498254,48.14814814814815,5.737753105492471,50.0,0.0,0.0,0.0,25.0,0.0,5.913978494623656,1.3169299692382677,94.9777777777778,0.0,90.25377070462264,1.947719044690033,0.0,0.0,226.0,0.0,8.77160636583964,1.7529471402210242
rag,21,14.837382913713101,1.5916334971739015,33.333333333333336,6.454972243679029,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,3.7638632635454043,92.84444444444443,0.0,90.89384692686576,0.9973667509091892,0.0,0.0,322.0,0.0,8.195537765820822,0.8976300758182653
rag,22,13.030406393422021,3.698315277684355,0.0,0.0,0.0,0.0,75.0,27.386127875258307,37.5,13.693063937629153,5.555555555555556,1.9440394783993478,91.02222222222224,0.0,89.79619489775763,1.1147963999485475,0.0,0.0,404.0,0.0,9.183424592018127,1.0033167599536916
rag,23,13.18418620028686,8.51760840304051,9.523809523809524,11.664236870396085,4.166666666666667,10.206207261596575,33.333333333333336,25.81988897471611,18.75,15.309310892394864,9.090909090909092,4.065578140908709,91.91111111111111,0.0,89.0616214716876,2.7858652036556557,0.0,0.0,364.0,0.0,9.84454067548116,2.507278683290086
rag,24,6.285980696240485,4.332636920892519,0.0,0.0,0.0,0.0,25.0,27.386127875258307,12.5,13.693063937629153,3.6231884057971,3.2729245769960045,93.22222222222221,0.0,90.44831116994222,1.4770743166739373,0.0,0.0,305.0,0.0,8.596519947052002,1.3293668850065428
rag,25,8.322854167779285,4.169483300433805,0.0,0.0,0.0,0.0,33.33333333333333,29.81423969999719,16.666666666666664,14.907119849998596,6.249999999999999,3.4860834438919808,91.37777777777778,0.0,90.90763900015088,1.0618202551956584,10.0,12.24744871391589,388.0,0.0,8.183124899864197,0.9556382296760964
rag,26,9.980003147584421,0.8306361683891245,0.0,0.0,0.0,0.0,50.0,0.0,25.0,0.0,5.333333333333333,2.0655911179772892,93.5111111111111,0.0,91.15587031399762,1.1796359891078316,7.5,8.215838362577491,292.0,0.0,7.959716717402141,1.0616723901970488
rag,27,8.984427156330367,3.6215486595049318,14.285714285714285,9.035079029052513,0.0,0.0,0.0,0.0,0.0,0.0,5.769230769230769,2.1066252211737155,91.8,0.0,90.1591991495203,1.5739370959680763,0.0,0.0,369.0,0.0,8.856720765431723,1.4165433863712673
rag,28,6.410342560879137,3.3166677326606506,4.761904761904762,7.377111135633175,0.0,0.0,0.0,0.0,0.0,0.0,7.407407407407407,3.3126932999996885,92.84444444444443,0.0,89.98875344241107,1.5515277235677525,0.0,0.0,322.0,0.0,9.010121901830038,1.3963749512109773
rag,29,19.586998360373986,4.130605634170128,26.19047619047619,5.832118435198042,45.833333333333336,10.206207261596576,8.333333333333334,20.412414523193153,27.083333333333332,12.28990100312719,5.952380952380952,2.9160592175990208,91.42222222222226,0.0,88.70618524374787,2.2057684638916712,2.5,6.123724356957945,386.0,0.0,10.164433280626932,1.9851916175025024
rag,30,7.149916434821063,3.4453732398182377,4.761904761904762,7.377111135633175,0.0,0.0,8.333333333333334,20.41241452319315,4.166666666666667,10.206207261596575,6.8965517241379315,2.1808811449437093,90.71111111111112,0.0,86.51370150071602,1.3378141696522197,0.0,0.0,418.0,0.0,12.13766864935557,1.204032752686993
