trial,status,mode,task_id,task_index,task_title,score,checklist_quality,source_evidence_recall,domain_rule_recall,evidence_recall,continuity_recall,memory_recall,memory_precision,memory_usage_rate,memory_tokens_used,continuity_per_memory_token,irrelevant_memory_used,selected_memory_concepts_count,used_selected_memory_concepts_count,token_efficiency,latency_efficiency,contradiction_penalty,checklist_hit_count,checklist_total,source_evidence_hit_count,source_evidence_total,domain_rule_hit_count,domain_rule_total,evidence_hit_count,evidence_total,continuity_hit_count,continuity_total,contradiction_hit_count,prompt_tokens,latency_seconds,memory_items_used,retrieved_sources,memory_task_ids_used,selected_memory_ids,error
1,ok,cag_oracle_memory,T07,7,Add session execution states,77.24692559270184,87.5,100.0,100.0,100.0,54.54545454545454,100.0,40.74074074074074,33.33333333333333,219,0.45662100456621,0,27,9,85.71111111111111,82.16326634089151,0,7,8,6,6,6,6,12,12,6,11,0,643,16.053060293197632,5,"['04_session_workflows', '07_content', '01_product_principles']","['T06', 'T04', 'T03', 'T05', 'T02']","['M01_00006', 'M01_00004', 'M01_00003', 'M01_00005', 'M01_00002']",
1,ok,cag,T08,8,Track rewards and recovery,38.9690642994472,50.0,25.0,25.0,25.0,35.714285714285715,100.0,38.88888888888889,30.555555555555557,316,0.31645569620253167,0,36,11,83.51111111111112,84.8238902621799,0,3,6,1,4,1,4,2,8,5,14,0,742,13.658498764038086,7,"['04_session_workflows', '07_content', '01_product_principles']","['T07', 'T01', 'T04', 'T06', 'T02', 'T03', 'T05']","['M01_00007', 'M01_00001', 'M01_00004', 'M01_00006', 'M01_00002', 'M01_00003', 'M01_00005']",
1,ok,cag_scoped,T08,8,Track rewards and recovery,38.61552058784546,33.33333333333333,0.0,0.0,0.0,64.28571428571429,100.0,50.0,39.285714285714285,222,0.45045045045045046,0,28,11,85.6,71.19015402264066,0,2,6,0,4,0,4,0,8,9,14,0,648,25.928861379623413,5,"['04_session_workflows', '07_content', '01_product_principles']","['T07', 'T06', 'T04', 'T03', 'T02']","['M01_00007', 'M01_00006', 'M01_00004', 'M01_00003', 'M01_00002']",
1,ok,cag_scoped_promptonly,T08,8,Track rewards and recovery,38.743004737460424,33.33333333333333,0.0,0.0,0.0,64.28571428571429,100.0,43.75,46.875,221,0.45248868778280543,0,32,15,85.62222222222222,83.91634676191542,0,2,6,0,4,0,4,0,8,9,14,0,647,14.475287914276123,5,"['04_session_workflows', '07_content', '01_product_principles']","['T07', 'T01', 'T06', 'T05', 'T04']","['M01_00007', 'M01_00001', 'M01_00006', 'M01_00005', 'M01_00004']",
1,ok,cag_oracle_memory,T08,8,Track rewards and recovery,59.15184709084223,66.66666666666666,50.0,50.0,50.0,57.14285714285714,100.0,50.0,39.285714285714285,222,0.45045045045045046,0,28,11,85.6,77.20375670327081,0,4,6,2,4,2,4,4,8,8,14,0,648,20.516618967056274,5,"['04_session_workflows', '07_content', '01_product_principles']","['T07', 'T06', 'T04', 'T03', 'T02']","['M01_00007', 'M01_00006', 'M01_00004', 'M01_00003', 'M01_00002']",
1,ok,cag,T09,9,Create reminder policy,31.874104751798843,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333,41.66666666666667,100.0,30.76923076923077,25.64102564102564,362,0.27624309392265195,0,39,10,83.08888888888889,70.98825295766194,0,1,6,1,3,1,3,2,6,5,12,0,761,26.110572338104248,8,"['01_product_principles', '06_testing', '03_local_data']","['T04', 'T01', 'T03', 'T02', 'T08', 'T07', 'T06', 'T05']","['M01_00004', 'M01_00001', 'M01_00003', 'M01_00002', 'M01_00008', 'M01_00007', 'M01_00006', 'M01_00005']",
1,ok,cag_scoped,T09,9,Create reminder policy,31.91919016075134,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333,41.66666666666667,100.0,41.37931034482759,27.586206896551722,212,0.4716981132075472,0,29,8,86.42222222222222,72.16346051957872,0,1,6,1,3,1,3,2,6,5,12,0,611,25.05288553237915,5,"['01_product_principles', '06_testing', '03_local_data']","['T04', 'T06', 'T02', 'T08', 'T07']","['M01_00004', 'M01_00006', 'M01_00002', 'M01_00008', 'M01_00007']",
1,ok,cag_scoped_promptonly,T09,9,Create reminder policy,41.98795609866247,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,83.33333333333334,38.46153846153847,69.23076923076923,220,0.37878787878787884,0,26,18,86.24444444444444,79.21783208847046,0,1,6,1,3,1,3,2,6,8,12,0,619,18.703951120376587,5,"['01_product_principles', '06_testing', '03_local_data']","['T01', 'T08', 'T07', 'T02', 'T04']","['M01_00001', 'M01_00008', 'M01_00007', 'M01_00002', 'M01_00004']",
1,ok,cag_oracle_memory,T09,9,Create reminder policy,35.34108009370168,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333,50.0,100.0,41.37931034482759,37.93103448275862,212,0.4716981132075472,0,29,11,86.42222222222222,81.01912048127916,0,1,6,1,3,1,3,2,6,6,12,0,611,17.082791566848755,5,"['01_product_principles', '06_testing', '03_local_data']","['T04', 'T06', 'T02', 'T08', 'T07']","['M01_00004', 'M01_00006', 'M01_00002', 'M01_00008', 'M01_00007']",
1,ok,cag,T10,10,Build progress snapshots,71.1070034308055,66.66666666666666,100.0,100.0,100.0,57.14285714285714,100.0,34.146341463414636,39.02439024390244,406,0.24630541871921183,0,41,16,81.75555555555556,76.56383514404297,0,4,6,3,3,3,3,6,6,8,14,0,821,21.092548370361328,9,"['04_session_workflows', '07_content', '01_product_principles']","['T09', 'T08', 'T07', 'T01', 'T04', 'T02', 'T05', 'T03', 'T06']","['M01_00009', 'M01_00008', 'M01_00007', 'M01_00001', 'M01_00004', 'M01_00002', 'M01_00005', 'M01_00003', 'M01_00006']",
1,ok,cag_scoped,T10,10,Build progress snapshots,27.30401348789155,33.33333333333333,0.0,0.0,0.0,35.714285714285715,92.85714285714286,48.148148148148145,33.33333333333333,216,0.42989417989417994,0,27,9,85.97777777777777,82.51880910661485,0,2,6,0,3,0,3,0,6,5,14,0,631,15.73307180404663,5,"['04_session_workflows', '07_content', '01_product_principles']","['T07', 'T09', 'T08', 'T04', 'T06']","['M01_00007', 'M01_00009', 'M01_00008', 'M01_00004', 'M01_00006']",
1,ok,cag_scoped_promptonly,T10,10,Build progress snapshots,38.086967087594296,50.0,33.33333333333333,33.33333333333333,33.33333333333333,28.57142857142857,78.57142857142857,40.74074074074074,40.74074074074074,233,0.33721643163703247,0,27,11,85.6,80.2395659022861,0,3,6,1,3,1,3,2,6,4,14,0,648,17.784390687942505,5,"['04_session_workflows', '07_content', '01_product_principles']","['T08', 'T09', 'T01', 'T07', 'T06']","['M01_00008', 'M01_00009', 'M01_00001', 'M01_00007', 'M01_00006']",
1,ok,cag_oracle_memory,T10,10,Build progress snapshots,63.22763247854748,50.0,66.66666666666666,66.66666666666666,66.66666666666666,71.42857142857143,92.85714285714286,48.148148148148145,59.25925925925925,216,0.42989417989417994,0,27,16,85.97777777777777,79.64261293411255,0,3,6,2,3,2,3,4,6,10,14,0,631,18.321648359298706,5,"['04_session_workflows', '07_content', '01_product_principles']","['T07', 'T09', 'T08', 'T04', 'T06']","['M01_00007', 'M01_00009', 'M01_00008', 'M01_00004', 'M01_00006']",
1,ok,cag,T11,11,Support multiple dogs,70.27149878025054,33.33333333333333,100.0,100.0,100.0,83.33333333333334,100.0,28.57142857142857,66.66666666666666,455,0.21978021978021978,0,42,28,80.77777777777779,79.70543358061049,0,2,6,3,3,3,3,6,6,10,12,0,865,18.26510977745056,10,"['01_product_principles', '06_testing', '04_session_workflows']","['T10', 'T01', 'T09', 'T04', 'T08', 'T02', 'T07', 'T03', 'T05', 'T06']","['M01_00010', 'M01_00001', 'M01_00009', 'M01_00004', 'M01_00008', 'M01_00002', 'M01_00007', 'M01_00003', 'M01_00005', 'M01_00006']",
1,ok,cag_scoped,T11,11,Support multiple dogs,60.25599659824371,33.33333333333333,100.0,100.0,100.0,58.333333333333336,91.66666666666666,47.82608695652174,60.86956521739131,227,0.40381791483113066,0,23,14,85.84444444444445,73.08854871326022,0,2,6,3,3,3,3,6,6,7,12,0,637,24.220306158065796,5,"['01_product_principles', '06_testing', '04_session_workflows']","['T10', 'T04', 'T03', 'T02', 'T09']","['M01_00010', 'M01_00004', 'M01_00003', 'M01_00002', 'M01_00009']",
1,ok,cag_scoped_promptonly,T11,11,Support multiple dogs,43.19172002050612,16.666666666666664,66.66666666666666,66.66666666666666,66.66666666666666,50.0,58.333333333333336,30.434782608695656,78.26086956521739,235,0.24822695035460993,0,23,18,85.66666666666667,66.83866871727837,0,1,6,2,3,2,3,4,6,6,12,0,645,29.845198154449463,5,"['01_product_principles', '06_testing', '04_session_workflows']","['T10', 'T09', 'T08', 'T01', 'T07']","['M01_00010', 'M01_00009', 'M01_00008', 'M01_00001', 'M01_00007']",
1,ok,cag_oracle_memory,T11,11,Support multiple dogs,60.28223436419169,33.33333333333333,100.0,100.0,100.0,58.333333333333336,91.66666666666666,47.82608695652174,65.21739130434783,227,0.40381791483113066,0,23,15,85.84444444444445,75.712325308058,0,2,6,3,3,3,3,6,6,7,12,0,637,21.858907222747803,5,"['01_product_principles', '06_testing', '04_session_workflows']","['T10', 'T04', 'T03', 'T02', 'T09']","['M01_00010', 'M01_00004', 'M01_00003', 'M01_00002', 'M01_00009']",
1,ok,cag,T12,12,Add safety boundaries,35.3962987042533,33.33333333333333,0.0,0.0,0.0,56.25,100.0,35.55555555555556,55.55555555555556,492,0.2032520325203252,0,45,25,79.62222222222222,76.67431486977472,0,2,6,0,4,0,4,0,8,9,16,0,917,20.99311661720276,11,"['02_behavior_science', '01_product_principles', '06_testing']","['T10', 'T01', 'T06', 'T08', 'T11', 'T09', 'T04', 'T07', 'T05', 'T02', 'T03']","['M01_00010', 'M01_00001', 'M01_00006', 'M01_00008', 'M01_00011', 'M01_00009', 'M01_00004', 'M01_00007', 'M01_00005', 'M01_00002', 'M01_00003']",
1,ok,cag_scoped,T12,12,Add safety boundaries,35.47382768069373,33.33333333333333,0.0,0.0,0.0,56.25,100.0,53.333333333333336,50.0,209,0.4784688995215311,0,30,15,85.91111111111111,78.1383236249288,0,2,6,0,4,0,4,0,8,9,16,0,634,19.675508737564087,5,"['02_behavior_science', '01_product_principles', '06_testing']","['T10', 'T06', 'T05', 'T04', 'T11']","['M01_00010', 'M01_00006', 'M01_00005', 'M01_00004', 'M01_00011']",
1,ok,cag_scoped_promptonly,T12,12,Add safety boundaries,29.765622064590453,16.666666666666664,0.0,0.0,0.0,56.25,62.5,38.46153846153847,84.61538461538461,227,0.2753303964757709,0,26,22,85.53333333333333,74.36220645904541,0,1,6,0,4,0,4,0,8,9,16,0,651,23.07401418685913,5,"['02_behavior_science', '01_product_principles', '06_testing']","['T11', 'T01', 'T10', 'T09', 'T07']","['M01_00011', 'M01_00001', 'M01_00010', 'M01_00009', 'M01_00007']",
1,ok,cag_oracle_memory,T12,12,Add safety boundaries,37.97490309418572,33.33333333333333,0.0,0.0,0.0,62.5,100.0,53.333333333333336,56.666666666666664,209,0.4784688995215311,0,30,17,85.91111111111111,78.24586497412788,0,2,6,0,4,0,4,0,8,10,16,0,634,19.578721523284912,5,"['02_behavior_science', '01_product_principles', '06_testing']","['T10', 'T06', 'T05', 'T04', 'T11']","['M01_00010', 'M01_00006', 'M01_00005', 'M01_00004', 'M01_00011']",
1,ok,cag,T13,13,Generate training content,74.13196103782903,66.66666666666666,100.0,100.0,100.0,64.70588235294117,100.0,35.41666666666667,54.166666666666664,543,0.1841620626151013,0,48,26,78.17777777777778,80.11636522081163,0,4,6,3,3,3,3,6,6,11,17,0,982,17.89527130126953,12,"['07_content', '01_product_principles', '02_behavior_science']","['T10', 'T01', 'T06', 'T12', 'T09', 'T11', 'T04', 'T07', 'T03', 'T02', 'T08', 'T05']","['M01_00010', 'M01_00001', 'M01_00006', 'M01_00012', 'M01_00009', 'M01_00011', 'M01_00004', 'M01_00007', 'M01_00003', 'M01_00002', 'M01_00008', 'M01_00005']",
1,ok,cag_scoped,T13,13,Generate training content,61.94148985358468,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666,82.35294117647058,100.0,60.71428571428571,71.42857142857143,221,0.45248868778280543,0,28,20,85.31111111111112,81.38689385520087,0,2,6,2,3,2,3,4,6,14,17,0,661,16.751795530319214,5,"['07_content', '01_product_principles', '02_behavior_science']","['T06', 'T10', 'T12', 'T04', 'T11']","['M01_00006', 'M01_00010', 'M01_00012', 'M01_00004', 'M01_00011']",
1,ok,cag_scoped_promptonly,T13,13,Generate training content,71.82961856082217,66.66666666666666,100.0,100.0,100.0,58.82352941176471,76.47058823529412,52.0,68.0,236,0.3240279162512463,0,25,17,84.97777777777777,78.37623516718546,0,4,6,3,3,3,3,6,6,10,17,0,676,19.46138834953308,5,"['07_content', '01_product_principles', '02_behavior_science']","['T12', 'T01', 'T11', 'T09', 'T10']","['M01_00012', 'M01_00001', 'M01_00011', 'M01_00009', 'M01_00010']",
1,ok,cag_oracle_memory,T13,13,Generate training content,57.25782047487395,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666,70.58823529411765,100.0,60.71428571428571,67.85714285714286,221,0.45248868778280543,0,28,19,85.31111111111112,83.60819127824571,0,2,6,2,3,2,3,4,6,12,17,0,661,14.752627849578857,5,"['07_content', '01_product_principles', '02_behavior_science']","['T06', 'T10', 'T12', 'T04', 'T11']","['M01_00006', 'M01_00010', 'M01_00012', 'M01_00004', 'M01_00011']",
1,ok,cag,T14,14,Add portable import export,57.73609898850809,50.0,75.0,75.0,75.0,52.94117647058824,100.0,33.33333333333333,50.98039215686274,598,0.16722408026755853,0,51,26,77.88888888888889,78.07395113839044,0,3,6,3,4,3,4,6,8,9,17,0,995,19.73344397544861,13,"['06_testing', '03_local_data', '01_product_principles']","['T04', 'T10', 'T01', 'T03', 'T11', 'T09', 'T13', 'T07', 'T02', 'T08', 'T05', 'T06', 'T12']","['M01_00004', 'M01_00010', 'M01_00001', 'M01_00003', 'M01_00011', 'M01_00009', 'M01_00013', 'M01_00007', 'M01_00002', 'M01_00008', 'M01_00005', 'M01_00006', 'M01_00012']",
1,ok,cag_scoped,T14,14,Add portable import export,65.83466259058784,66.66666666666666,75.0,75.0,75.0,58.82352941176471,82.35294117647058,56.00000000000001,80.0,224,0.3676470588235294,0,25,20,86.22222222222223,77.63619369930692,0,4,6,3,4,3,4,6,8,10,17,0,620,20.12742567062378,5,"['06_testing', '03_local_data', '01_product_principles']","['T04', 'T10', 'T03', 'T11', 'T09']","['M01_00004', 'M01_00010', 'M01_00003', 'M01_00011', 'M01_00009']",
1,ok,cag_scoped_promptonly,T14,14,Add portable import export,65.85508279358483,66.66666666666666,75.0,75.0,75.0,58.82352941176471,76.47058823529412,48.148148148148145,59.25925925925925,229,0.33393269971744155,0,27,16,86.08888888888889,79.81154733233981,0,4,6,3,4,3,4,6,8,10,17,0,626,18.169607400894165,5,"['06_testing', '03_local_data', '01_product_principles']","['T13', 'T11', 'T12', 'T04', 'T10']","['M01_00013', 'M01_00011', 'M01_00012', 'M01_00004', 'M01_00010']",
1,ok,cag_oracle_memory,T14,14,Add portable import export,54.44689613133474,33.33333333333333,75.0,75.0,75.0,58.82352941176471,82.35294117647058,56.00000000000001,68.0,224,0.3676470588235294,0,25,17,86.22222222222223,72.19288110733032,0,2,6,3,4,3,4,6,8,10,17,0,620,25.02640700340271,5,"['06_testing', '03_local_data', '01_product_principles']","['T04', 'T10', 'T03', 'T11', 'T09']","['M01_00004', 'M01_00010', 'M01_00003', 'M01_00011', 'M01_00009']",
