trial,status,mode,task_id,task_index,task_title,score,checklist_quality,source_evidence_recall,domain_rule_recall,evidence_recall,continuity_recall,memory_recall,memory_precision,memory_tokens_used,continuity_per_memory_token,irrelevant_memory_used,token_efficiency,latency_efficiency,contradiction_penalty,checklist_hit_count,checklist_total,source_evidence_hit_count,source_evidence_total,domain_rule_hit_count,domain_rule_total,evidence_hit_count,evidence_total,continuity_hit_count,continuity_total,contradiction_hit_count,prompt_tokens,latency_seconds,memory_items_used,retrieved_sources,memory_task_ids_used,selected_memory_ids,error
1,ok,rag,T05,5,Build assessment rubric,17.773601132574534,14.285714285714285,0.0,0.0,0.0,28.57142857142857,,,0,,,91.33333333333333,57.45535135269165,0,1,7,0,4,0,4,0,8,2,7,0,390,38.290183782577515,0,"['01_product_principles', '06_testing', '03_local_data']",[],[],
1,ok,dag,T05,5,Build assessment rubric,23.45394019126892,14.285714285714285,0.0,0.0,0.0,42.857142857142854,,,0,,,90.66666666666666,54.72735246022542,0,1,7,0,4,0,4,0,8,3,7,0,420,40.74538278579712,0,"['01_product_principles', '06_testing', '03_local_data']",[],[],
1,ok,cag,T05,5,Build assessment rubric,23.69046509509616,14.285714285714285,0.0,0.0,0.0,42.857142857142854,100.0,36.84210526315789,189,0.5291005291005291,0,86.64444444444445,82.40206506517198,0,1,7,0,4,0,4,0,8,3,7,0,601,15.838141441345215,4,"['01_product_principles', '06_testing', '03_local_data']","['T04', 'T01', 'T03', 'T02']","['M01_00004', 'M01_00001', 'M01_00003', 'M01_00002']",
1,ok,rag,T06,6,Generate training plans,55.56644645759587,57.14285714285714,100.0,100.0,100.0,63.63636363636363,,,0,,,90.57777777777778,77.75517967012193,15.0,4,7,1,1,3,3,4,4,7,11,1,424,20.02033829689026,0,"['02_behavior_science', '07_content', '01_product_principles']",[],[],
1,ok,dag,T06,6,Generate training plans,51.92003845206449,57.14285714285714,100.0,100.0,100.0,54.54545454545454,,,0,,,89.91111111111111,77.41740942001343,15.0,4,7,1,1,3,3,4,4,6,11,1,454,20.324331521987915,0,"['02_behavior_science', '07_content', '01_product_principles']",[],[],
1,ok,cag,T06,6,Generate training plans,44.07236983900498,28.57142857142857,0.0,0.0,0.0,81.81818181818183,100.0,45.83333333333333,228,0.43859649122807015,0,85.02222222222223,78.05891752243042,0,2,7,0,1,0,3,0,4,9,11,0,674,19.746974229812622,5,"['02_behavior_science', '07_content', '01_product_principles']","['T05', 'T01', 'T04', 'T02', 'T03']","['M01_00005', 'M01_00001', 'M01_00004', 'M01_00002', 'M01_00003']",
1,ok,rag,T07,7,Add session execution states,54.52001252180157,75.0,83.33333333333334,83.33333333333334,83.33333333333334,18.181818181818183,,,0,,,91.06666666666666,83.66185824076334,0,6,8,5,6,5,6,10,12,2,11,0,402,14.704327583312988,0,"['04_session_workflows', '07_content', '01_product_principles']",[],[],
1,ok,dag,T07,7,Add session execution states,50.777734559194016,75.0,83.33333333333334,83.33333333333334,83.33333333333334,9.090909090909092,,,0,,,90.4,73.73709228303697,0,6,8,5,6,5,6,10,12,1,11,0,432,23.636616945266724,0,"['04_session_workflows', '07_content', '01_product_principles']",[],[],
1,ok,cag,T07,7,Add session execution states,85.10425650468498,100.0,100.0,100.0,100.0,63.63636363636363,100.0,36.666666666666664,275,0.36363636363636365,0,84.46666666666667,80.50443834728665,0,8,8,6,6,6,6,12,12,7,11,0,699,17.546005487442017,6,"['04_session_workflows', '07_content', '01_product_principles']","['T06', 'T01', 'T04', 'T03', 'T02', 'T05']","['M01_00006', 'M01_00001', 'M01_00004', 'M01_00003', 'M01_00002', 'M01_00005']",
1,ok,rag,T08,8,Track rewards and recovery,45.03865837284875,50.0,50.0,50.0,50.0,35.714285714285715,,,0,,,91.02222222222223,84.2721864912245,0,3,6,2,4,2,4,4,8,5,14,0,404,14.15503215789795,0,"['04_session_workflows', '07_content', '01_product_principles']",[],[],
1,ok,dag,T08,8,Track rewards and recovery,15.853312414396378,33.33333333333333,0.0,0.0,0.0,7.142857142857142,,,0,,,90.35555555555555,75.92806683646309,0,2,6,0,4,0,4,0,8,1,14,0,434,21.664739847183228,0,"['04_session_workflows', '07_content', '01_product_principles']",[],[],
1,ok,cag,T08,8,Track rewards and recovery,30.147067600764924,33.33333333333333,0.0,0.0,0.0,42.857142857142854,100.0,38.88888888888889,316,0.31645569620253167,0,83.51111111111112,83.57660134633382,0,2,6,0,4,0,4,0,8,6,14,0,742,14.78105878829956,7,"['04_session_workflows', '07_content', '01_product_principles']","['T07', 'T01', 'T04', 'T06', 'T02', 'T03', 'T05']","['M01_00007', 'M01_00001', 'M01_00004', 'M01_00006', 'M01_00002', 'M01_00003', 'M01_00005']",
1,ok,rag,T09,9,Create reminder policy,28.332490520583256,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,,,0,,,91.62222222222223,41.62682983610365,0,1,6,1,3,1,3,2,6,4,12,0,377,52.535853147506714,0,"['01_product_principles', '06_testing', '03_local_data']",[],[],
1,ok,dag,T09,9,Create reminder policy,28.432867642084755,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,,,0,,,90.95555555555556,52.33120865292019,0,1,6,1,3,1,3,2,6,4,12,0,407,42.901912212371826,0,"['01_product_principles', '06_testing', '03_local_data']",[],[],
1,ok,cag,T09,9,Create reminder policy,31.98089130221473,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333,41.66666666666667,100.0,30.76923076923077,362,0.27624309392265195,0,83.08888888888889,81.66690799925063,0,1,6,1,3,1,3,2,6,5,12,0,761,16.49978280067444,8,"['01_product_principles', '06_testing', '03_local_data']","['T04', 'T01', 'T03', 'T02', 'T08', 'T07', 'T06', 'T05']","['M01_00004', 'M01_00001', 'M01_00003', 'M01_00002', 'M01_00008', 'M01_00007', 'M01_00006', 'M01_00005']",
1,ok,rag,T10,10,Build progress snapshots,21.06803342536139,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333,14.285714285714285,,,0,,,91.26666666666667,77.44143777423434,0,1,6,1,3,1,3,2,6,2,14,0,393,20.302706003189087,0,"['04_session_workflows', '07_content', '01_product_principles']",[],[],
1,ok,dag,T10,10,Build progress snapshots,9.705566547075906,0.0,33.33333333333333,33.33333333333333,33.33333333333333,0.0,,,0,,,90.60000000000001,79.95665470759073,0,0,6,1,3,1,3,2,6,0,14,0,423,18.039010763168335,0,"['04_session_workflows', '07_content', '01_product_principles']",[],[],
1,ok,cag,T10,10,Build progress snapshots,38.08032992160131,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,42.857142857142854,100.0,34.146341463414636,406,0.24630541871921183,0,81.75555555555556,78.65838898552788,0,2,6,1,3,1,3,2,6,6,14,0,821,19.207449913024902,9,"['04_session_workflows', '07_content', '01_product_principles']","['T09', 'T08', 'T07', 'T01', 'T04', 'T02', 'T05', 'T03', 'T06']","['M01_00009', 'M01_00008', 'M01_00007', 'M01_00001', 'M01_00004', 'M01_00002', 'M01_00005', 'M01_00003', 'M01_00006']",
1,ok,rag,T11,11,Support multiple dogs,26.65884434901343,16.666666666666664,66.66666666666666,66.66666666666666,66.66666666666666,8.333333333333332,,,0,,,91.37777777777778,74.50665712356567,0,1,6,2,3,2,3,4,6,1,12,0,388,22.944008588790894,0,"['01_product_principles', '06_testing', '04_session_workflows']",[],[],
1,ok,dag,T11,11,Support multiple dogs,33.353302890883555,16.666666666666664,66.66666666666666,66.66666666666666,66.66666666666666,25.0,,,0,,,90.71111111111111,77.95251131057739,0,1,6,2,3,2,3,4,6,3,12,0,418,19.842739820480347,0,"['01_product_principles', '06_testing', '04_session_workflows']",[],[],
1,ok,cag,T11,11,Support multiple dogs,73.59243266794417,33.33333333333333,100.0,100.0,100.0,91.66666666666666,100.0,28.57142857142857,455,0.21978021978021978,0,80.77777777777779,78.46548901663886,0,2,6,3,3,3,3,6,6,11,12,0,865,19.381059885025024,10,"['01_product_principles', '06_testing', '04_session_workflows']","['T10', 'T01', 'T09', 'T04', 'T08', 'T02', 'T07', 'T03', 'T05', 'T06']","['M01_00010', 'M01_00001', 'M01_00009', 'M01_00004', 'M01_00008', 'M01_00002', 'M01_00007', 'M01_00003', 'M01_00005', 'M01_00006']",
1,ok,rag,T12,12,Add safety boundaries,1.6687912936740452,0.0,0.0,0.0,0.0,0.0,,,0,,,91.06666666666666,75.81246270073785,0,0,6,0,4,0,4,0,8,0,16,0,402,21.768783569335938,0,"['02_behavior_science', '01_product_principles', '06_testing']",[],[],
1,ok,dag,T12,12,Add safety boundaries,17.37740234650506,16.666666666666664,0.0,0.0,0.0,25.0,,,0,,,90.4,80.67356798383925,0,1,6,0,4,0,4,0,8,4,16,0,432,17.393788814544678,0,"['02_behavior_science', '01_product_principles', '06_testing']",[],[],
1,ok,cag,T12,12,Add safety boundaries,37.92267420991261,33.33333333333333,0.0,0.0,0.0,62.5,100.0,35.55555555555556,492,0.2032520325203252,0,79.62222222222222,79.31186543570624,0,2,6,0,4,0,4,0,8,10,16,0,917,18.61932110786438,11,"['02_behavior_science', '01_product_principles', '06_testing']","['T10', 'T01', 'T06', 'T08', 'T11', 'T09', 'T04', 'T07', 'T05', 'T02', 'T03']","['M01_00010', 'M01_00001', 'M01_00006', 'M01_00008', 'M01_00011', 'M01_00009', 'M01_00004', 'M01_00007', 'M01_00005', 'M01_00002', 'M01_00003']",
1,ok,rag,T13,13,Generate training content,46.50058978755178,50.0,66.66666666666666,66.66666666666666,66.66666666666666,29.411764705882355,,,0,,,90.73333333333333,82.85505718655057,0,3,6,2,3,2,3,4,6,5,17,0,417,15.430448532104492,0,"['07_content', '01_product_principles', '02_behavior_science']",[],[],
1,ok,dag,T13,13,Generate training content,37.05571189971998,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,29.411764705882355,,,0,,,90.06666666666668,72.36726840337117,15.0,4,6,2,3,2,3,4,6,5,17,1,447,24.869458436965942,0,"['07_content', '01_product_principles', '02_behavior_science']",[],[],
1,ok,cag,T13,13,Generate training content,85.32128756521261,100.0,100.0,100.0,100.0,64.70588235294117,100.0,35.41666666666667,543,0.1841620626151013,0,78.17777777777778,65.71568462583754,0,6,6,3,3,3,3,6,6,11,17,0,982,30.855883836746216,12,"['07_content', '01_product_principles', '02_behavior_science']","['T10', 'T01', 'T06', 'T12', 'T09', 'T11', 'T04', 'T07', 'T03', 'T02', 'T08', 'T05']","['M01_00010', 'M01_00001', 'M01_00006', 'M01_00012', 'M01_00009', 'M01_00011', 'M01_00004', 'M01_00007', 'M01_00003', 'M01_00002', 'M01_00008', 'M01_00005']",
1,ok,rag,T14,14,Add portable import export,46.066281516723386,50.0,75.0,75.0,75.0,23.52941176470588,,,0,,,91.66666666666666,73.78501441743639,0,3,6,3,4,3,4,6,8,4,17,0,375,23.59348702430725,0,"['06_testing', '03_local_data', '01_product_principles']",[],[],
1,ok,dag,T14,14,Add portable import export,15.656545749084621,16.666666666666664,25.0,25.0,25.0,5.88235294117647,,,0,,,91.0,72.69379059473673,0,1,6,1,4,1,4,2,8,1,17,0,405,24.57558846473694,0,"['06_testing', '03_local_data', '01_product_principles']",[],[],
1,ok,cag,T14,14,Add portable import export,56.40204726524602,50.0,50.0,50.0,50.0,64.70588235294117,100.0,33.33333333333333,598,0.16722408026755853,0,77.88888888888889,74.0805435180664,0,3,6,2,4,2,4,4,8,11,17,0,995,23.327510833740234,13,"['06_testing', '03_local_data', '01_product_principles']","['T04', 'T10', 'T01', 'T03', 'T11', 'T09', 'T13', 'T07', 'T02', 'T08', 'T05', 'T06', 'T12']","['M01_00004', 'M01_00010', 'M01_00001', 'M01_00003', 'M01_00011', 'M01_00009', 'M01_00013', 'M01_00007', 'M01_00002', 'M01_00008', 'M01_00005', 'M01_00006', 'M01_00012']",
1,ok,rag,T15,15,Define mobile UX routes,34.30322648140029,37.5,33.33333333333333,33.33333333333333,33.33333333333333,29.411764705882355,,,0,,,91.17777777777778,87.67428212695651,0,3,8,1,3,1,3,2,6,5,17,0,397,11.093146085739136,0,"['01_product_principles', '07_content', '05_safety']",[],[],
1,ok,dag,T15,15,Define mobile UX routes,31.816966275651474,37.5,33.33333333333333,33.33333333333333,33.33333333333333,23.52941176470588,,,0,,,90.5111111111111,75.00904586580064,0,3,8,1,3,1,3,2,6,4,17,0,427,22.49185872077942,0,"['01_product_principles', '07_content', '05_safety']",[],[],
1,ok,cag,T15,15,Define mobile UX routes,55.184278190126605,37.5,33.33333333333333,33.33333333333333,33.33333333333333,82.35294117647058,100.0,32.075471698113205,652,0.15337423312883436,0,76.2,73.11017195383708,0,3,8,1,3,1,3,2,6,14,17,0,1071,24.20084524154663,14,"['01_product_principles', '07_content', '05_safety']","['T01', 'T10', 'T14', 'T04', 'T02', 'T07', 'T11', 'T09', 'T05', 'T13', 'T08', 'T06', 'T03', 'T12']","['M01_00001', 'M01_00010', 'M01_00014', 'M01_00004', 'M01_00002', 'M01_00007', 'M01_00011', 'M01_00009', 'M01_00005', 'M01_00013', 'M01_00008', 'M01_00006', 'M01_00003', 'M01_00012']",
1,ok,rag,T16,16,Handle complex edge cases,36.473164564057,50.0,50.0,50.0,50.0,14.285714285714285,,,0,,,91.26666666666667,84.6212183104621,0,3,6,1,2,1,2,2,4,3,21,0,393,13.840903520584106,0,"['02_behavior_science', '06_testing', '05_safety']",[],[],
1,ok,dag,T16,16,Handle complex edge cases,27.3061435215511,50.0,100.0,50.0,75.0,14.285714285714285,,,0,,,90.60000000000001,68.58578072653876,15.0,3,6,2,2,1,2,3,4,3,21,1,423,28.272797346115112,0,"['02_behavior_science', '06_testing', '05_safety']",[],[],
1,ok,cag,T16,16,Handle complex edge cases,65.01494346609569,66.66666666666666,100.0,50.0,75.0,57.14285714285714,100.0,36.206896551724135,694,0.1440922190201729,0,75.35555555555555,73.7578386730618,0,4,6,2,2,1,2,3,4,12,21,0,1109,23.617945194244385,15,"['02_behavior_science', '06_testing', '05_safety']","['T10', 'T11', 'T14', 'T12', 'T15', 'T01', 'T09', 'T13', 'T04', 'T08', 'T02', 'T07', 'T05', 'T03', 'T06']","['M01_00010', 'M01_00011', 'M01_00014', 'M01_00012', 'M01_00015', 'M01_00001', 'M01_00009', 'M01_00013', 'M01_00004', 'M01_00008', 'M01_00002', 'M01_00007', 'M01_00005', 'M01_00003', 'M01_00006']",
1,ok,rag,T17,17,Create testing strategy,52.47933999061585,83.33333333333334,75.0,75.0,75.0,11.11111111111111,,,0,,,93.77777777777779,76.37844350602892,0,5,6,3,4,3,4,6,8,2,18,0,280,21.259400844573975,0,"['06_testing', '07_content']",[],[],
1,ok,dag,T17,17,Create testing strategy,44.7829243877199,50.0,100.0,100.0,100.0,5.555555555555555,,,0,,,93.11111111111111,62.95910543865628,0,3,6,4,4,4,4,8,8,1,18,0,310,33.33680510520935,0,"['06_testing', '07_content']",[],[],
1,ok,cag,T17,17,Create testing strategy,80.58342703406016,83.33333333333334,100.0,100.0,100.0,66.66666666666666,100.0,30.508474576271187,749,0.13351134846461948,0,76.62222222222222,81.72048118379381,0,5,6,4,4,4,4,8,8,12,18,0,1052,16.45156693458557,16,"['06_testing', '07_content']","['T14', 'T10', 'T16', 'T15', 'T01', 'T13', 'T04', 'T11', 'T09', 'T07', 'T12', 'T02', 'T08', 'T05', 'T03', 'T06']","['M01_00014', 'M01_00010', 'M01_00016', 'M01_00015', 'M01_00001', 'M01_00013', 'M01_00004', 'M01_00011', 'M01_00009', 'M01_00007', 'M01_00012', 'M01_00002', 'M01_00008', 'M01_00005', 'M01_00003', 'M01_00006']",
1,ok,rag,T18,18,Define foraging source policy,13.197532695625766,16.666666666666664,33.33333333333333,0.0,16.666666666666664,4.545454545454546,,,0,,,90.62222222222222,80.64619885550604,0,1,6,1,3,0,1,1,4,1,22,0,422,17.418421030044556,0,"['07_content', '01_product_principles', '02_behavior_science']",[],[],
1,ok,dag,T18,18,Define foraging source policy,24.74311262362894,16.666666666666664,0.0,100.0,50.0,13.636363636363635,,,0,,,89.95555555555555,72.23449468612671,0,1,6,0,3,1,1,1,4,3,22,0,452,24.988954782485962,0,"['07_content', '01_product_principles', '02_behavior_science']",[],[],
1,ok,cag,T18,18,Define foraging source policy,27.51216836216474,16.666666666666664,33.33333333333333,0.0,16.666666666666664,40.909090909090914,100.0,36.666666666666664,806,0.12406947890818859,0,72.22222222222221,75.96431096394856,0,1,6,1,3,0,1,1,4,9,22,0,1250,21.63212013244629,17,"['07_content', '01_product_principles', '02_behavior_science']","['T17', 'T13', 'T10', 'T01', 'T16', 'T14', 'T15', 'T04', 'T11', 'T09', 'T07', 'T06', 'T12', 'T02', 'T08', 'T05', 'T03']","['M01_00017', 'M01_00013', 'M01_00010', 'M01_00001', 'M01_00016', 'M01_00014', 'M01_00015', 'M01_00004', 'M01_00011', 'M01_00009', 'M01_00007', 'M01_00006', 'M01_00012', 'M01_00002', 'M01_00008', 'M01_00005', 'M01_00003']",
1,ok,rag,T19,19,Optimize context layering,50.62776476499769,66.66666666666666,75.0,75.0,75.0,20.833333333333336,,,0,,,91.62222222222223,71.1542542775472,0,4,6,3,4,3,4,6,8,5,24,0,377,25.96117115020752,0,"['03_local_data', '06_testing', '01_product_principles']",[],[],
1,ok,dag,T19,19,Optimize context layering,53.29121950583988,66.66666666666666,100.0,100.0,100.0,12.5,,,0,,,90.95555555555556,71.49972836176555,0,4,6,4,4,4,4,8,8,3,24,0,407,25.65024447441101,0,"['03_local_data', '06_testing', '01_product_principles']",[],[],
1,ok,cag,T19,19,Optimize context layering,65.48494293689728,66.66666666666666,75.0,75.0,75.0,58.333333333333336,100.0,39.34426229508197,851,0.11750881316098707,0,72.22222222222221,76.27207146750557,0,4,6,3,4,3,4,6,8,14,24,0,1250,21.355135679244995,18,"['03_local_data', '06_testing', '01_product_principles']","['T17', 'T14', 'T15', 'T01', 'T16', 'T10', 'T04', 'T12', 'T11', 'T09', 'T13', 'T07', 'T02', 'T06', 'T05', 'T03', 'T08', 'T18']","['M01_00017', 'M01_00014', 'M01_00015', 'M01_00001', 'M01_00016', 'M01_00010', 'M01_00004', 'M01_00012', 'M01_00011', 'M01_00009', 'M01_00013', 'M01_00007', 'M01_00002', 'M01_00006', 'M01_00005', 'M01_00003', 'M01_00008', 'M01_00018']",
1,ok,rag,T20,20,Produce final build plan,18.67797808899418,33.33333333333333,25.0,0.0,12.5,6.451612903225806,,,0,,,94.97777777777779,81.42218165927463,0,3,9,1,4,0,1,1,5,2,31,0,226,16.720036506652832,0,['07_content'],[],[],
1,ok,dag,T20,20,Produce final build plan,16.10247895060645,33.33333333333333,25.0,0.0,12.5,0.0,,,0,,,94.31111111111112,82.60345061620077,0,3,9,1,4,0,1,1,5,0,31,0,256,15.656894445419312,0,['07_content'],[],[],
1,ok,cag,T20,20,Produce final build plan,54.441332127543774,44.44444444444444,75.0,100.0,87.5,41.935483870967744,100.0,49.2063492063492,902,0.11086474501108648,0,74.44444444444444,81.15830236011081,0,4,9,3,4,1,1,4,5,13,31,0,1150,16.95752787590027,19,['07_content'],"['T17', 'T14', 'T15', 'T02', 'T01', 'T10', 'T16', 'T03', 'T11', 'T09', 'T04', 'T19', 'T08', 'T07', 'T05', 'T13', 'T12', 'T18', 'T06']","['M01_00017', 'M01_00014', 'M01_00015', 'M01_00002', 'M01_00001', 'M01_00010', 'M01_00016', 'M01_00003', 'M01_00011', 'M01_00009', 'M01_00004', 'M01_00019', 'M01_00008', 'M01_00007', 'M01_00005', 'M01_00013', 'M01_00012', 'M01_00018', 'M01_00006']",
1,ok,rag,T21,21,Refactor architecture safely,14.295432965596518,37.5,0.0,0.0,0.0,0.0,,,0,,,92.84444444444443,61.698852115207245,0,3,8,0,4,0,2,0,6,0,20,0,322,34.47103309631348,0,"['01_product_principles', '04_session_workflows']",[],[],
1,ok,dag,T21,21,Refactor architecture safely,16.366370568911236,37.5,0.0,0.0,0.0,5.0,,,0,,,92.17777777777778,69.45927911334567,0,3,8,0,4,0,2,0,6,1,20,0,352,27.48664879798889,0,"['01_product_principles', '04_session_workflows']",[],[],
1,ok,cag,T21,21,Refactor architecture safely,42.22482592487335,37.5,0.0,50.0,25.0,55.00000000000001,100.0,31.25,958,0.10438413361169102,0,71.06666666666666,76.41592582066853,0,3,8,0,4,1,2,1,6,11,20,0,1302,21.225666761398315,20,"['01_product_principles', '04_session_workflows']","['T20', 'T17', 'T01', 'T15', 'T16', 'T14', 'T10', 'T09', 'T04', 'T11', 'T02', 'T07', 'T19', 'T03', 'T13', 'T05', 'T08', 'T06', 'T12', 'T18']","['M01_00020', 'M01_00017', 'M01_00001', 'M01_00015', 'M01_00016', 'M01_00014', 'M01_00010', 'M01_00009', 'M01_00004', 'M01_00011', 'M01_00002', 'M01_00007', 'M01_00019', 'M01_00003', 'M01_00013', 'M01_00005', 'M01_00008', 'M01_00006', 'M01_00012', 'M01_00018']",
1,ok,rag,T22,22,Add cross-lane feature,15.626669474541195,0.0,0.0,100.0,50.0,4.761904761904762,,,0,,,91.02222222222223,81.16853475570679,0,0,7,0,4,2,2,2,6,1,21,0,404,16.94831871986389,0,"['01_product_principles', '02_behavior_science', '06_testing']",[],[],
1,ok,dag,T22,22,Add cross-lane feature,26.077363695023553,14.285714285714285,0.0,100.0,50.0,19.047619047619047,,,0,,,90.35555555555555,69.761766327752,0,1,7,0,4,2,2,2,6,4,21,0,434,27.214410305023193,0,"['01_product_principles', '02_behavior_science', '06_testing']",[],[],
1,ok,cag,T22,22,Add cross-lane feature,50.84713397032117,42.857142857142854,0.0,100.0,50.0,57.14285714285714,100.0,32.30769230769231,1013,0.09871668311944719,0,68.02222222222223,73.834031952752,0,3,7,0,4,2,2,2,6,12,21,0,1439,23.549371242523193,21,"['01_product_principles', '02_behavior_science', '06_testing']","['T20', 'T17', 'T21', 'T01', 'T14', 'T15', 'T04', 'T16', 'T10', 'T11', 'T13', 'T19', 'T09', 'T07', 'T12', 'T02', 'T05', 'T03', 'T08', 'T06', 'T18']","['M01_00020', 'M01_00017', 'M01_00021', 'M01_00001', 'M01_00014', 'M01_00015', 'M01_00004', 'M01_00016', 'M01_00010', 'M01_00011', 'M01_00013', 'M01_00019', 'M01_00009', 'M01_00007', 'M01_00012', 'M01_00002', 'M01_00005', 'M01_00003', 'M01_00008', 'M01_00006', 'M01_00018']",
1,ok,rag,T23,23,Preserve schema with migration,12.438755356379918,14.285714285714285,0.0,50.0,25.0,0.0,,,0,,,91.91111111111111,66.25013881259494,0,1,7,0,4,1,2,1,6,0,22,0,364,30.37487506866455,0,"['03_local_data', '06_testing', '05_safety']",[],[],
1,ok,dag,T23,23,Preserve schema with migration,13.166497163234506,28.57142857142857,0.0,0.0,0.0,4.545454545454546,,,0,,,91.24444444444444,72.158518632253,0,2,7,0,4,0,2,0,6,1,22,0,394,25.05733323097229,0,"['03_local_data', '06_testing', '05_safety']",[],[],
