mode,task_index,score,score,checklist_quality,checklist_quality,source_evidence_recall,source_evidence_recall,domain_rule_recall,domain_rule_recall,evidence_recall,evidence_recall,continuity_recall,continuity_recall,token_efficiency,token_efficiency,latency_efficiency,latency_efficiency,memory_recall,memory_recall,memory_precision,memory_precision,continuity_per_memory_token,continuity_per_memory_token,contradiction_penalty,contradiction_penalty,prompt_tokens,prompt_tokens,latency_seconds,latency_seconds
cag,22,36.2991116121938,13.76773023373612,28.571428571428566,14.28571428571428,0.0,0.0,66.66666666666667,57.735026918962575,33.333333333333336,28.867513459481287,42.857142857142854,14.285714285714285,68.02222222222223,0.0,76.17465328287194,2.8582530125007186,100.0,0.0,32.30769230769231,0.0,0.098716683119447,0.0,0.0,0.0,1439.0,0.0,21.44281204541524,2.5724277112506457
cag,23,31.66991514986395,12.573517209325745,38.095238095238095,16.495721976846447,8.333333333333334,14.433756729740644,50.0,0.0,29.166666666666668,7.216878364870322,25.75757575757576,13.12159702703695,67.82222222222222,0.0,73.62816722304733,2.7763526395180294,100.0,0.0,33.33333333333333,0.0,0.094161958568738,0.0,5.0,8.660254037844387,1448.0,0.0,23.734649499257404,2.4987173755662284
cag,24,15.560117527488734,4.987591013855479,0.0,0.0,0.0,0.0,50.0,0.0,25.0,0.0,20.289855072463766,12.551092808470125,67.95555555555556,0.0,76.46199429476702,3.55874449302188,100.0,0.0,34.32835820895522,0.0,0.089686098654708,0.0,0.0,0.0,1442.0,0.0,21.184205134709675,3.2028700437196997
cag,25,44.611935575883855,2.9002434600439537,42.857142857142854,0.0,0.0,0.0,100.0,0.0,50.0,0.0,41.666666666666664,7.216878364870322,64.95555555555555,0.0,72.42847822330617,2.3125799684027353,100.0,0.0,35.294117647058826,0.0,0.085689802913453,0.0,0.0,0.0,1577.0,0.0,24.814369599024456,2.0813219715624642
cag,26,23.036272782648684,4.277447314687063,4.761904761904762,8.247860988423225,0.0,0.0,100.0,0.0,50.0,0.0,20.0,4.0,65.88888888888889,0.0,75.83362747121741,4.803210642698044,100.0,0.0,36.231884057971016,0.0,0.081900081900081,0.0,10.0,8.660254037844387,1535.0,0.0,21.74973527590434,4.322889578428237
cag,27,40.70542630997061,1.7485354055254982,42.857142857142854,0.0,0.0,0.0,100.0,0.0,50.0,0.0,32.05128205128205,4.441155916843274,63.17777777777778,0.0,68.17071402514422,6.984208909764136,100.0,0.0,37.142857142857146,0.0,0.078988941548183,0.0,0.0,0.0,1657.0,0.0,28.646357377370197,6.285788018787726
cag,28,17.273675121436884,0.858091045425593,0.0,0.0,0.0,0.0,50.0,0.0,25.0,0.0,24.691358024691358,2.138334330331947,63.11111111111112,0.0,76.60208004492301,0.30042015174916376,100.0,0.0,38.0281690140845,0.0,0.076045627376425,0.0,0.0,0.0,1660.0,0.0,21.058127959569294,0.27037813657424753
cag,29,34.16626829290138,13.734151955063775,38.095238095238095,16.49572197684645,50.0,0.0,16.666666666666668,28.867513459481287,33.333333333333336,14.433756729740644,29.76190476190476,12.542444943872303,60.644444444444446,0.0,70.26809913140757,4.2630858910989495,100.0,0.0,38.88888888888889,0.0,0.073367571533382,0.0,0.0,0.0,1771.0,0.0,26.758710781733196,3.8367773019890548
cag,30,35.683613003637866,10.971731177407577,23.809523809523807,21.821789023599234,16.666666666666668,14.433756729740644,50.0,0.0,33.333333333333336,7.216878364870322,45.97701149425288,5.2673283850067065,58.88888888888889,0.0,60.86814218097263,5.66895745563017,100.0,0.0,39.72602739726028,0.0,0.070921985815602,0.0,5.0,8.660254037844387,1850.0,0.0,35.218672037124634,5.10206171006716
dag,1,0.0,0.0,80.95238095238095,8.24786098842322,86.66666666666667,23.09401076758503,33.333333333333336,57.735026918962575,60.0,17.320508075688775,,,90.04444444444444,0.0,77.75268722463538,2.2878084429890206,,,,,,,0.0,0.0,448.0,0.0,20.022581497828163,2.059027598690128
dag,2,36.091301712126956,0.07074409947930539,33.33333333333333,0.0,25.0,0.0,25.0,0.0,25.0,0.0,42.857142857142854,0.0,90.15555555555557,0.0,71.35556803809271,7.074409947930419,,,,,,,0.0,0.0,443.0,0.0,25.779988765716553,6.366968953137389
dag,3,57.52640221469617,3.2571958043513,71.42857142857143,0.0,100.0,0.0,100.0,0.0,100.0,0.0,19.047619047619047,8.247860988423225,90.77777777777779,0.0,71.38625321564851,7.178752262272484,,,,,,,0.0,0.0,415.0,0.0,25.75237210591634,6.460877036045231
dag,4,29.47005432273723,6.161539856869992,27.77777777777777,9.622504486493762,0.0,0.0,0.0,0.0,0.0,0.0,45.833333333333336,7.216878364870322,91.02222222222224,0.0,78.20543227372346,1.9834932335906028,,,,,,,0.0,0.0,404.0,0.0,19.615110953648884,1.7851439102315407
dag,5,19.727301199398344,3.2274091114606773,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,8.24786098842322,90.66666666666667,0.0,63.015834225548645,7.377913451537917,,,,,,,0.0,0.0,420.0,0.0,33.285749197006226,6.640122106384122
dag,6,68.53341014596326,2.797116733378683,61.904761904761905,8.24786098842323,100.0,0.0,100.0,0.0,100.0,0.0,54.54545454545454,0.0,89.91111111111111,0.0,76.84981690512764,0.7321127084867337,,,,,,,10.0,8.660254037844387,454.0,0.0,20.835164785385132,0.6589014376380615
dag,7,54.70611876088924,4.136048291531318,79.16666666666667,7.216878364870324,88.8888888888889,9.622504486493758,88.8888888888889,9.622504486493758,88.8888888888889,9.622504486493758,12.121212121212123,5.24863881081478,90.40000000000002,0.0,70.36339124043782,5.395550802570238,,,,,,,0.0,0.0,432.0,0.0,26.672947883605957,4.855995722313218
dag,8,34.085123428450686,20.48976953415783,44.444444444444436,19.245008972987524,16.666666666666668,28.867513459481287,16.666666666666668,28.867513459481287,16.666666666666668,28.867513459481287,33.33333333333333,22.961073240459417,90.35555555555555,0.0,73.71234284506905,4.12089755749973,,,,,,,0.0,0.0,434.0,0.0,23.658891439437866,3.7088078017497557
dag,9,25.551121268731578,5.1816039569068355,11.111111111111109,9.622504486493762,33.33333333333333,0.0,33.33333333333333,0.0,33.33333333333333,0.0,30.555555555555554,4.811252243246879,90.95555555555556,0.0,64.15657131760209,11.031258968774162,,,,,,,0.0,0.0,407.0,0.0,32.25908581415812,9.928133071896744
dag,10,17.11594959659677,10.449043303871873,5.5555555555555545,9.622504486493762,44.444444444444436,19.245008972987524,44.444444444444436,19.245008972987524,44.444444444444436,19.245008972987524,7.142857142857142,7.142857142857142,90.59999999999998,0.0,79.72511838983606,1.599112278392771,,,,,,,0.0,0.0,423.0,0.0,18.24739344914754,1.4392010505534936
dag,11,27.348056512126217,7.694405564545247,16.666666666666664,0.0,55.55555555555554,19.245008972987524,55.55555555555554,19.245008972987524,55.55555555555554,19.245008972987524,16.666666666666668,8.333333333333334,90.71111111111112,0.0,77.42787343484383,0.606378781962832,,,,,,,0.0,0.0,418.0,0.0,20.314913908640545,0.5457409037665503
dag,12,14.872016144081398,2.5169961597999975,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,6.25,90.40000000000002,0.0,80.13494774147317,2.6173551666110386,,,,,,,5.0,8.660254037844387,432.0,0.0,17.878547032674152,2.355619649949934
dag,13,43.72217711593279,14.394668768006293,49.99999999999999,28.867513459481284,55.55555555555554,19.245008972987524,55.55555555555554,19.245008972987524,55.55555555555554,19.245008972987524,29.41176470588236,0.0,90.06666666666668,0.0,72.34712335798476,4.525676419210275,,,,,,,15.0,0.0,447.0,0.0,24.88758897781372,4.073108777289246
dag,14,21.19963694546477,4.800503605294583,16.666666666666664,0.0,41.666666666666664,14.433756729740644,41.666666666666664,14.433756729740644,41.666666666666664,14.433756729740644,9.80392156862745,3.396178054056622,91.0,0.0,70.1401651347125,3.047837151480824,,,,,,,0.0,0.0,405.0,0.0,26.873851378758747,2.743053436332746
dag,15,41.388612004294636,10.443804604063034,37.5,0.0,66.66666666666667,33.33333333333334,66.66666666666667,33.33333333333334,66.66666666666667,33.33333333333334,27.450980392156865,6.792356108113247,90.5111111111111,0.0,75.31087363207781,0.26148467590124375,,,,,,,0.0,0.0,427.0,0.0,22.220213731129963,0.2353362083111117
dag,16,40.980785350491765,4.072682716230865,50.0,0.0,83.33333333333333,28.867513459481287,50.0,0.0,66.66666666666667,14.433756729740647,15.873015873015873,2.749286996141076,90.59999999999998,0.0,72.55790012854116,5.647068508752208,,,,,,,10.0,8.660254037844387,423.0,0.0,24.697889884312946,5.082361657876982
dag,17,53.130110760618145,9.888917134970667,72.22222222222221,25.458753860865777,100.0,0.0,100.0,0.0,100.0,0.0,7.407407407407407,3.207501495497921,93.11111111111113,0.0,68.04811309885095,5.324969488787424,,,,,,,0.0,0.0,310.0,0.0,28.756698211034138,4.792472539908686
dag,18,28.356399393942215,3.142643750073434,33.333333333333336,16.666666666666668,44.444444444444436,50.91750772173155,33.333333333333336,57.735026918962575,38.888888888888886,19.245008972987527,15.15151515151515,2.6243194054073906,89.95555555555556,0.0,72.95711111139367,3.3409752552521423,,,,,,,10.0,8.660254037844387,452.0,0.0,24.338599999745686,3.0068777297269276
dag,19,50.39268559024952,2.510343041185822,66.66666666666666,0.0,83.33333333333333,14.433756729740644,83.33333333333333,14.433756729740644,83.33333333333333,14.433756729740644,15.277777777777777,2.405626121623439,90.95555555555556,0.0,70.53522569161875,2.770937502851372,,,,,,,0.0,0.0,407.0,0.0,26.518296877543133,2.4938437525662365
dag,20,22.72635660488717,6.034827672097288,44.444444444444436,11.111111111111114,41.666666666666664,14.433756729740644,0.0,0.0,20.833333333333332,7.216878364870322,2.150537634408602,1.862420223192341,94.31111111111112,0.0,81.19193289015028,1.9170970454131944,,,,,,,0.0,0.0,256.0,0.0,16.927260398864746,1.725387340871873
dag,21,18.395298609486336,5.279018243536895,37.5,0.0,0.0,0.0,16.666666666666668,28.867513459481287,8.333333333333334,14.433756729740644,5.0,5.0,92.17777777777776,0.0,72.3520831708555,3.3331884604844344,,,,,,,0.0,0.0,352.0,0.0,24.88312514623006,2.9998696144359887
dag,22,24.05061656493737,1.9101018331465642,14.285714285714285,0.0,0.0,0.0,100.0,0.0,50.0,0.0,14.285714285714285,4.761904761904762,90.35555555555555,0.0,57.56324379532426,22.5227531013721,,,,,,,0.0,0.0,434.0,0.0,38.19308058420817,20.270477791234878
dag,23,20.746052523309302,7.461445807050731,28.57142857142857,0.0,8.333333333333334,14.433756729740644,50.0,50.0,29.166666666666668,31.457643480294788,6.060606060606061,2.62431940540739,91.24444444444445,0.0,69.50799403367219,4.895838259948089,,,,,,,0.0,0.0,394.0,0.0,27.442805369695026,4.406254433953286
dag,24,4.230703537659944,3.091274442014801,0.0,0.0,0.0,0.0,16.666666666666668,28.867513459481287,8.333333333333334,14.433756729740644,1.4492753623188401,2.5102185616940247,92.55555555555556,0.0,72.54378371768527,4.000581458237377,,,,,,,0.0,0.0,335.0,0.0,24.710594654083252,3.600523312413642
dag,25,9.982879792919864,2.3020250665474413,0.0,0.0,0.0,0.0,55.55555555555554,19.245008972987524,27.77777777777777,9.622504486493762,4.166666666666666,0.0,90.71111111111112,0.0,74.2435348475421,6.233775130641974,,,,,,,5.0,8.660254037844387,418.0,0.0,23.180818637212116,5.6103976175777674
dag,26,10.960859058274162,0.023488862509469664,0.0,0.0,0.0,0.0,50.0,0.0,25.0,0.0,8.0,0.0,92.84444444444443,0.0,83.24146138297186,2.348886250947075,,,,,,,5.0,8.660254037844387,322.0,0.0,15.082684755325317,2.11399762585237
dag,27,14.269648308882443,1.3559744194209564,23.809523809523807,8.247860988423225,0.0,0.0,16.666666666666668,28.867513459481287,8.333333333333334,14.433756729740644,6.41025641025641,2.2205779584216376,91.13333333333333,0.0,69.8974316208451,1.0643185099412145,,,,,,,0.0,0.0,399.0,0.0,27.09231154123942,0.9578866589470919
dag,28,3.7139209595903933,0.851585683799438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.938271604938271,2.1383343303319466,92.17777777777776,0.0,81.68345398373073,0.7923468328011865,,,,,,,0.0,0.0,352.0,0.0,16.484891414642334,0.7131121495210634
dag,29,20.43493951806568,5.405902185056976,33.33333333333333,8.24786098842322,58.333333333333336,14.433756729740644,0.0,0.0,29.166666666666668,7.216878364870322,1.1904761904761905,2.061965247105806,90.75555555555555,0.0,71.78601529863145,6.773449657182541,,,,,,,0.0,0.0,416.0,0.0,25.39258623123169,6.096104691464297
dag,30,26.479434712307835,7.600336252775206,38.09523809523809,8.24786098842322,66.66666666666667,14.433756729740647,16.666666666666668,28.867513459481287,41.666666666666664,19.094065395649334,4.597701149425287,1.990862997205606,90.04444444444444,0.0,78.75288557123255,2.9126822067900573,,,,,,,0.0,0.0,448.0,0.0,19.122402985890705,2.6214139861110555
rag,1,0.0,0.0,95.23809523809524,8.24786098842323,100.0,0.0,100.0,0.0,100.0,0.0,,,90.71111111111112,0.0,81.62377021930837,5.778751184752781,,,,,,,0.0,0.0,418.0,0.0,16.53860680262248,5.200876066277504
rag,2,36.102007139190796,5.636328725290914,33.33333333333333,0.0,25.0,0.0,25.0,0.0,25.0,0.0,42.857142857142854,14.285714285714285,90.82222222222224,0.0,71.75944407780965,8.891586858957874,,,,,,,0.0,0.0,413.0,0.0,25.416500329971313,8.002428173062086
rag,3,54.931679683917416,5.589412636920027,61.904761904761905,8.247860988423223,86.66666666666667,11.547005383792516,86.66666666666667,11.547005383792516,86.66666666666667,11.547005383792516,28.57142857142857,0.0,91.44444444444444,0.0,74.10447632824933,1.8900365638952594,,,,,,,0.0,0.0,385.0,0.0,23.305971304575603,1.7010329075057329
rag,4,33.042735197137894,0.041520935784500494,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,91.68888888888888,0.0,79.25129749156811,4.152093578450469,,,,,,,0.0,0.0,374.0,0.0,18.673832257588703,3.7368842206054302
rag,5,19.77167518161592,3.2276219576128096,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,8.24786098842322,91.33333333333331,0.0,66.78656578063965,15.52550637843946,,,,,,,0.0,0.0,390.0,0.0,29.892090797424316,13.972955740595514
rag,6,58.76913288869532,20.45547339236742,52.38095238095237,8.247860988423229,66.66666666666667,57.735026918962575,88.88888888888887,19.24500897298753,77.77777777777777,38.490017945975055,51.51515151515151,20.994555243259118,90.57777777777778,0.0,78.1104028666461,2.0221503765402753,,,,,,,5.0,8.660254037844387,424.0,0.0,19.700637420018513,1.8199353388862505
rag,7,55.91436499672064,5.851075937334723,79.16666666666667,7.21687836487032,83.33333333333334,0.0,83.33333333333334,0.0,83.33333333333334,0.0,18.181818181818183,9.09090909090909,91.06666666666666,0.0,81.43043906600387,4.107930058647518,,,,,,,0.0,0.0,402.0,0.0,16.712604840596516,3.697137052782774
rag,8,37.504752331345166,8.74109828791721,44.444444444444436,9.622504486493765,58.333333333333336,14.433756729740644,58.333333333333336,14.433756729740644,58.333333333333336,14.433756729740644,16.666666666666668,16.495721976846454,91.02222222222224,0.0,81.67523313451697,2.7820526882394314,,,,,,,0.0,0.0,404.0,0.0,16.492290178934734,2.5038474194154907
rag,9,32.00603363648167,6.050775674865105,22.222222222222218,9.622504486493762,44.444444444444436,19.245008972987524,44.444444444444436,19.245008972987524,44.444444444444436,19.245008972987524,30.555555555555554,4.811252243246878,91.62222222222222,0.0,64.5366969815007,19.93863620078558,,,,,,,0.0,0.0,377.0,0.0,31.91697271664938,17.944772580707024
rag,10,25.638488699236873,7.923040188212274,22.222222222222218,9.622504486493762,44.444444444444436,19.245008972987524,44.444444444444436,19.245008972987524,44.444444444444436,19.245008972987524,14.285714285714285,0.0,91.2666666666667,0.0,78.93140960622718,3.2819712025627212,,,,,,,0.0,0.0,393.0,0.0,18.96173135439555,2.953774082306442
rag,11,27.748978248242974,1.9482643681210672,16.666666666666664,0.0,66.66666666666666,0.0,66.66666666666666,0.0,66.66666666666666,0.0,11.111111111111109,4.811252243246881,91.37777777777778,0.0,72.40893593540898,4.173635264831081,,,,,,,0.0,0.0,388.0,0.0,24.831957658131916,3.7562717383479756
rag,12,11.336353126737805,8.464722783178654,11.111111111111109,9.622504486493762,0.0,0.0,0.0,0.0,0.0,0.0,14.583333333333334,13.01041249666333,91.06666666666666,0.0,81.45753489600288,4.897466036993826,,,,,,,0.0,0.0,402.0,0.0,16.688218593597412,4.40771943329445
rag,13,42.25615173204999,14.835265146029881,38.888888888888886,19.245008972987527,77.77777777777777,19.24500897298753,77.77777777777777,19.24500897298753,77.77777777777777,19.24500897298753,21.568627450980397,13.584712216226489,90.7333333333333,0.0,83.2478529435617,0.34038718429002063,,,,,,,10.0,8.660254037844387,417.0,0.0,15.076932350794474,0.3063484658610197
rag,14,46.92829525933027,1.3201346716801394,44.444444444444436,9.622504486493765,83.33333333333333,14.433756729740644,83.33333333333333,14.433756729740644,83.33333333333333,14.433756729740644,25.49019607843137,3.396178054056625,91.66666666666667,0.0,70.44390501799407,8.411529085325352,,,,,,,0.0,0.0,375.0,0.0,26.60048548380534,7.570376176792816
rag,15,39.63848458470031,4.620469288566613,37.5,0.0,55.55555555555554,19.245008972987524,55.55555555555554,19.245008972987524,55.55555555555554,19.245008972987524,29.41176470588236,0.0,91.17777777777776,0.0,87.86675912362557,0.22256505544542635,,,,,,,5.0,8.660254037844387,397.0,0.0,10.919916788736979,0.2003085499008757
rag,16,39.068545211908045,3.014581864348678,50.0,0.0,66.66666666666667,28.867513459481287,50.0,0.0,58.333333333333336,14.433756729740644,15.873015873015873,2.749286996141076,91.2666666666667,0.0,80.6672196035032,5.168421978702777,,,,,,,0.0,0.0,393.0,0.0,17.399502356847126,4.651579780832501
rag,17,53.51045726210983,5.717337401622618,83.33333333333333,16.66666666666667,91.66666666666667,14.433756729740644,91.66666666666667,14.433756729740644,91.66666666666667,14.433756729740644,3.7037037037037037,6.415002990995841,93.77777777777779,0.0,75.78646695172345,2.015807687659459,,,,,,,0.0,0.0,280.0,0.0,21.792179743448894,1.814226918893518
rag,18,13.617780305233067,1.1227992769094488,22.222222222222218,9.622504486493762,11.111111111111109,19.245008972987524,0.0,0.0,5.5555555555555545,9.622504486493762,7.575757575757577,5.2486388108147795,90.62222222222222,0.0,79.23661638189246,4.858510773562674,,,,,,,10.0,8.660254037844387,422.0,0.0,18.687045256296795,4.37265969620641
rag,19,46.372676842760164,4.698923884367908,66.66666666666666,0.0,66.66666666666667,14.433756729740647,66.66666666666667,14.433756729740647,66.66666666666667,14.433756729740647,15.277777777777779,4.811252243246883,91.62222222222222,0.0,67.86768427601567,8.909729743780238,,,,,,,0.0,0.0,377.0,0.0,28.919084151585896,8.018756769402211
rag,20,22.194338568808217,6.098910375342998,40.74074074074074,12.830005981991686,33.333333333333336,14.433756729740644,0.0,0.0,16.666666666666668,7.216878364870322,6.451612903225805,0.0,94.9777777777778,0.0,81.20637778882627,0.6719968626270566,,,,,,,0.0,0.0,226.0,0.0,16.914259990056355,0.6047971763643539
rag,21,17.762681934321368,3.16429228549459,37.5,0.0,0.0,0.0,16.666666666666668,28.867513459481287,8.333333333333334,14.433756729740644,3.3333333333333335,5.773502691896257,92.84444444444443,0.0,75.09041565435903,11.598845908262613,,,,,,,0.0,0.0,322.0,0.0,22.418625911076862,10.438961317436345
rag,22,18.128558091673273,2.4224035826011776,9.523809523809524,8.247860988423225,0.0,0.0,83.33333333333333,28.867513459481287,41.666666666666664,14.433756729740644,7.936507936507937,5.498573992282149,91.02222222222224,0.0,80.56374567526359,1.3072356121369786,,,,,,,0.0,0.0,404.0,0.0,17.492628892262776,1.1765120509232805
